STBIOMSha,Pct_all_returns_above_ht,pct_all_returns_above_mean,all_returns_above_ht_div_Total_first_returns_x_100,All_returns_above_mode_div_Total_first_returns_x_100,Pct_first_returns_above_ht,Pct_first_returns_above_mean,Pct_first_returns_above_mode,pct_all_returns_above_mode,All_returns_above_mean_div_Total_first_returns_x_100
94.6659255,52.05,29.97,61.84,30.78,58.47,34.98,30.3,25.91,35.6
100.8435505,50.9,30.27,59.68,10.67,55.37,35.43,10.67,9.1,35.5
60.1206465,32.09,18.45,36.11,11.37,32.95,20.43,11.07,10.11,20.76
177.1495745,48.79,25.08,63.75,43.39,55.74,30.9,39.85,33.21,32.77
245.4493965,70.28,38.8,94.17,30.71,86.96,51.6,30.71,22.92,51.99
63.1353275,54.37,25.31,69.39,50.63,62.23,31.45,47.82,39.67,32.31
118.3880055,36.21,18.55,42.51,27.02,37.46,21.06,25.92,23.02,21.78
218.5149515,51.9,29,67.02,27.95,58.96,36.64,27.41,21.65,37.45
328.9214655,69.52,41.17,89.14,43.95,78.06,52.17,43.72,34.28,52.79
107.342412,26.19,14.95,28.52,13.69,27.06,15.93,13.47,12.57,16.28
45.2943465,31.53,14.57,35.69,34.61,34.15,15.91,33.16,30.57,16.5
212.856247,70.33,35.56,83.29,58.63,78.2,41.14,56.55,49.51,42.11
169.909398,58.23,24.96,73.63,41.44,66.12,29.76,38.47,32.77,31.57
179.694756,53,27.14,66.84,18,56.8,32.61,18,14.27,34.23
189.529535,60.52,30.84,72.62,36.78,65.25,36.07,35.84,30.65,37.01
249.378366,61.04,28.62,82.35,53.59,70.94,37.58,50.77,39.72,38.62
119.845925,64.19,31.91,78.71,65.63,73.83,38.8,62.19,53.52,39.13
143.2961895,56.63,26.81,76.47,62.87,66.66,33.2,55.16,46.56,36.2
123.6266315,82.26,39.81,116.38,41.1,95.13,51.98,37.9,29.04,56.33
150.338682,57.08,31.06,76.64,38.32,65.16,38.79,35.87,28.54,41.71
235.3675125,56.86,29.67,79.3,44.76,69,39.14,42.13,32.09,41.38
93.208006,57.42,31.55,74.32,35.09,72.8,40.84,35.09,27.11,40.84
84.114542,9.72,5.2,10.24,13.57,9.34,4.87,12.68,12.88,5.48
57.723728,52.38,27.05,59.58,31.17,56.51,30.76,31.17,27.41,30.76
341.0790315,62.91,36.68,84.59,66.48,74.72,48.78,63.64,49.44,49.32
49.4457105,32.02,19.03,37.38,14.37,35.81,22.22,14.37,12.31,22.22
156.219781,46.64,29.72,60.99,23.86,56.7,38.53,23.59,18.24,38.87
284.3437235,69.78,44.2,96.67,26.04,82.75,60.99,26.04,18.79,61.23
407.7973815,84.35,48.02,104.91,30.43,94.05,58.43,29.83,24.46,59.72
89.0319315,40.45,16.83,46.86,23.48,43.55,17.55,21.43,20.27,19.49
150.981155,50.81,25.06,60.17,53.21,53.28,28.82,48.5,44.93,29.68
140.009693,59.26,35.84,84.94,43.56,77.7,50,42.98,30.39,51.37
292.3499255,74.69,42.34,99.49,45.12,86.81,55.76,44.74,33.87,56.4
59.848831,51.38,20.41,59.66,50.08,54.56,22.36,45.7,43.14,23.7
175.691655,60.78,31.39,70.87,21.37,65.64,35.97,21.19,18.32,36.6
98.446632,53.85,27.76,63.19,62.16,57.25,31.33,56.34,52.97,32.58
67.7809015,54,27.51,65.76,43.77,61.32,32.62,42.24,35.94,33.5
152.018996,54.99,30.35,67.68,26.81,59.24,36.28,26.43,21.78,37.36
193.6067675,59.38,31.68,83.5,31.74,77.47,43.96,31.32,22.57,44.55
136.352539,59.12,32.37,79.47,48.91,73.14,43.05,48.37,36.39,43.51
107.9601745,38.39,21.8,46.85,22.88,41.42,25.75,22.11,18.75,26.6
74.6504205,46.61,25.52,56.87,48.29,52.58,29.22,44.08,39.58,31.13
170.057661,48.66,27.85,60.72,9.42,49.48,32.85,9.42,7.55,34.75
38.597801,38.48,14.92,47.65,25.32,45.02,16.97,23.63,20.45,18.48
67.607928,37.93,19.96,44.56,44.56,42.64,22.7,42.64,37.93,23.45
145.594266,44.84,24.46,59.08,9.96,50.6,30.67,9.96,7.56,32.22
231.0678855,45.69,25.49,56.9,11.99,48.08,29.83,11.99,9.63,31.74
35.2618835,23.54,12.35,26.02,18.55,24.81,13.56,17.95,16.78,13.65
38.400117,33.5,16.33,37.67,40.07,36.46,17.9,38.69,35.64,18.36
40.426378,24.99,13.2,26.42,13.18,25.97,13.85,13.07,12.47,13.96
112.7045905,39.27,22.23,47.88,18.24,44.07,26.9,18.21,14.96,27.11
51.1754455,43.14,16.41,51.28,39.5,48.87,18.46,37.69,33.23,19.51
35.4101465,25.51,13.72,28.74,8.41,27.32,15.32,8.37,7.46,15.47
45.7885565,23.08,12.27,24.9,15.16,24.32,13.16,15,14.05,13.24
52.040313,37.36,16.91,42.82,26.81,42.18,19.05,26.43,23.39,19.38
48.383159,34.12,16.31,38.78,33.07,36.54,17.5,31.12,29.09,18.54
73.0689485,27.25,15.32,30.15,12.11,27.49,16.72,12.07,10.94,16.95
52.0650235,29.49,12.72,32.15,20.02,31.37,13.68,19.84,18.37,13.87
19.6942685,18.52,10.7,19.18,20.46,19.12,11.09,20.41,19.76,11.09
59.700568,28.7,15.27,32.3,21.37,30.33,16.89,20.53,18.99,17.18
37.06575,28.95,14.61,33.41,14.37,32.94,16.86,14.37,12.45,16.86
111.296092,55.58,29.43,70.13,24.85,68.05,37.14,24.85,19.7,37.14
60.0218045,30.65,16.14,34.31,31.37,33.85,18.07,31.1,28.03,18.07
48.6055535,33.12,13.88,36.88,22.4,36.3,15.16,22.01,20.12,15.45
116.386455,61.99,33.37,85.27,41.62,83.15,45.86,41.62,30.25,45.91
85.3747775,48.74,22.64,64.38,35.73,63.24,29.79,35.61,27.05,29.9
282.144489,66.03,40.61,88.08,44.7,78.71,53.15,44.19,33.51,54.17
93.208006,41.66,22.45,51.61,26.68,49.95,27.64,26.59,21.53,27.82
99.039684,33.96,13.37,39.47,28.88,37.27,14.44,26.82,24.85,15.54
75.1940515,40.48,21.67,48.15,18.41,46.52,25.78,18.41,15.48,25.78
72.994817,55.36,27.52,74.08,28.51,71.8,36.62,28.4,21.3,36.83
50.9777615,42.81,19.47,56.49,30.51,53.99,25.31,30.02,23.12,25.69
71.8334235,51.13,30.72,69.66,33.98,66.57,41.57,33.84,24.94,41.85
96.7910285,51.89,27.27,67.87,39.76,59.29,33.54,37.08,30.4,35.66
98.5207635,43.43,16.55,56.53,43.31,50.86,18.06,37.94,33.27,21.54
141.9124015,46.67,22.35,62.88,45.65,55.13,26.44,39.58,33.88,30.11
77.689812,54.3,19.56,75.76,52.02,67.9,24.98,48.72,37.29,27.29
101.2389185,49.39,23.78,65.71,29.21,61.44,30.68,28.25,21.95,31.64
197.5604475,56.27,30.19,76.77,25.62,71.85,40.6,25.25,18.78,41.2
349.3323385,66.26,37.23,94.98,44.03,77.82,50.87,42.82,30.72,53.37
216.5381115,48.32,25.32,63.89,15.42,52.75,31.75,15.23,11.67,33.48
123.700763,43.45,22.34,56.34,42.43,50.45,26.6,37.99,32.72,28.97
616.1563175,79.73,46.23,110.19,28.21,84.77,61.17,28.21,20.41,63.89
64.346142,39.44,19.12,49.6,39.04,46.96,23.69,38.11,31.04,24.05
184.883961,40.18,23.41,47.32,16.39,41.63,27.16,16.39,13.91,27.57
88.3400375,58.77,16.84,86.78,51.15,80.47,22.04,47.51,34.64,24.87
64.6179575,41.84,24.23,52,26.11,47.67,29.36,25.67,21.01,30.11
108.9485945,50.03,19.79,66.66,34.17,58.64,24.68,31.96,25.65,26.37
65.482825,51.89,26.43,69.18,24.03,63.03,34.8,24.03,18.02,35.23
62.7399595,39.84,19.54,45.93,50.21,45.05,22.41,49.23,43.56,22.52
79.2959945,52.61,27.09,72.24,18.77,65.07,36.48,18.77,13.67,37.2
281.5267265,63.83,40.36,82.59,10.88,68.74,45.1,10.88,8.4,52.22
69.1894,32.76,15.03,38.86,26.22,38.15,17.48,25.87,22.11,17.83
104.9949145,43.8,20.82,52.95,34.13,50.29,24.85,32.9,28.23,25.17
72.253502,24.06,14.96,26.06,18.77,25.99,16.2,18.77,17.33,16.2
64.692089,43.95,21.32,56.95,23.53,55.78,27.43,23.4,18.16,27.63
117.424296,40.3,19.32,48.15,29.74,41.43,20.75,25.56,24.89,23.08
96.0002925,38.04,19.34,46.68,30,44.1,23.62,29.54,24.45,23.73
110.3818035,32.6,13.28,38.05,22.04,36.91,15.43,21.83,18.89,15.5
206.975148,44.75,18.02,55.25,35.06,50.62,20.31,31.93,28.4,22.25
25.0317365,28.9,15.84,32.23,28.06,31.56,17.47,27.66,25.16,17.67
92.960901,48.35,28.24,62.21,29.43,56.87,35.72,28.81,22.87,36.34
66.7430605,41.24,18.99,51.27,39.76,49.7,23.28,38.32,31.98,23.61
71.561608,44.88,19.5,54.26,33.5,52.09,22.35,31.98,27.7,23.58
72.6241595,27.03,15.67,30.78,4.28,28.68,17.61,4.28,3.76,17.84
50.7306565,36.57,17.73,43.18,25.96,41.89,20.87,25.75,21.99,20.94
58.0449645,45.65,21.39,55.6,37.21,54.35,25.71,36.72,30.54,26.06
74.0573685,43.34,24.2,51.32,16.09,45.23,27.06,16.09,13.59,28.66
3.360628,8.18,5.59,8.32,4.45,8.25,5.68,4.45,4.38,5.68
48.037212,44.71,21.71,55.33,45.12,54.09,26.69,44.73,36.46,26.86
89.8720885,51.92,27.74,66.23,19.67,62.94,35.25,19.67,15.42,35.39
103.1663375,43.29,21.92,51.55,32.88,50,26.04,32.76,27.61,26.1
63.4812745,33.66,19.97,38.06,31.22,36.96,22.58,30.93,27.61,22.58
71.858134,45.01,23.79,54.2,26.38,52.97,28.55,26.31,21.9,28.66
55.1785465,43.04,21.86,51.94,25.6,50.95,26.05,25.28,21.21,26.37
52.534523,50.1,26.53,67.17,24.44,61.29,34.81,24.44,18.23,35.57
265.1683755,67.76,35.77,90.59,17.36,75.16,42.44,17.36,12.98,47.82
66.71835,44.84,20.94,54.12,47.66,52.72,24.88,46.96,39.49,25.27
94.789478,37.31,21.21,44.15,18.64,37.54,24.09,18.26,15.75,25.1
70.9438455,45.66,23.14,54.5,54.02,52.99,27.25,52.54,45.26,27.62
203.2932835,69.31,46.69,86.18,36.67,71.65,53.67,36.45,29.49,58.05
34.5699895,25.69,14.73,28.23,32.18,27.93,16.18,31.88,29.29,16.18
18.038665,25.89,13.29,28.32,21.23,28.32,14.54,21.23,19.41,14.54
38.0294595,27.15,14.74,29.98,14.73,29.81,16.27,14.73,13.34,16.27
89.2790365,26.96,15.91,28.75,22,28.75,16.96,22,20.63,16.96
37.1893025,24.65,14,25.65,24.92,25.55,14.57,24.82,23.95,14.57
61.6526975,32.26,19.17,35.47,35.57,35.26,21.07,35.36,32.36,21.07
43.589322,27.33,13.78,30.01,18.51,29.55,15.13,18.5,16.86,15.13
41.464219,12.3,9.89,12.49,19.16,12.49,10.04,19.16,18.87,10.04
49.1491845,19.21,14.01,19.54,27.2,19.3,14.06,26.96,26.74,14.25
40.03101,21.76,12.11,23.81,17.71,23.68,13.26,17.71,16.19,13.26
46.0356615,21.69,10.77,23.11,23.34,22.34,11.12,22.57,21.91,11.48
68.4727955,28.47,15.2,31.61,8.96,30.01,16.85,8.96,8.07,16.88
49.1491845,25.58,15.84,27.86,8.25,26.57,17.11,8.23,7.57,17.26
74.526868,26.33,13.96,28.92,8.22,27.58,15.33,8.22,7.48,15.33
41.4889295,15.29,8.21,16.36,10.79,15.62,8.73,10.68,10.09,8.79
19.7684,13.98,7.68,14.81,8.28,13.95,7.97,8.09,7.82,8.14
75.7871035,28.69,17.43,31.94,26.25,27.18,17.92,22.54,23.57,19.41
161.952617,27.77,14.05,31.54,22.28,24.43,13.99,18.79,19.62,15.96
61.924513,33.02,15.93,38.37,28.62,37.67,18.43,28.14,24.63,18.51
84.114542,44.13,23.95,56.95,21.36,53.66,30.83,21.32,16.55,30.91
59.2804895,38.07,23.8,45.33,50.22,44.98,28.29,49.57,42.18,28.34
129.8536775,45.04,24.45,55.69,18.2,53.21,30.09,18.2,14.72,30.23
84.3369365,43.07,24.88,51.23,17.93,49.68,29.55,17.93,15.08,29.59
83.5462005,41.39,23.18,51.47,27.96,48.17,28.34,27.58,22.48,28.83
61.1090665,31.88,15.64,36.39,24.36,34.25,17.59,23.65,21.35,17.85
125.974129,30.9,15.65,36.01,20.26,34.25,18.17,20.16,17.38,18.24
83.669753,38.19,20.22,46.1,26.6,42.95,24.19,26.32,22.03,24.41
100.1022355,51.92,24.79,65.67,28.36,62.75,30.94,27.97,22.42,31.35
98.9655525,34.56,19.42,40.48,20.27,38.29,22.71,20.24,17.31,22.75
75.6882615,33.3,16.98,38.07,29.44,36.15,19.08,28.36,25.75,19.41
183.2777785,43.8,20.39,53.06,36.35,48.09,23.72,33.84,30.01,24.69
199.8832345,39.07,23.03,45.48,25.14,39.1,24.97,23.54,21.6,26.81
149.25142,36.76,19.65,46.67,47.25,39.56,21.87,40.03,37.21,24.96
97.7300275,48.94,26.21,61.96,10.54,51.09,31.64,10.54,8.33,33.18
124.442078,50.96,27.32,64,56.05,54.86,32.17,48.68,44.63,34.32
115.64514,51.8,27.95,69.5,35.16,66.59,37.5,35.16,26.21,37.5
81.4210975,53.98,27.48,68.75,29.27,67.34,35.01,29.27,22.98,35.01
96.321529,56.3,30.87,79.88,29.67,77.6,43.77,29.67,20.91,43.8
228.127336,60.08,37.93,84.01,32.59,78.72,52.96,32.59,23.31,53.03
155.2066505,59.82,31.72,81.14,44.95,74.98,42.38,44.31,33.14,43.03
93.6775055,52.85,25.75,73.07,41.32,69.09,34.86,40.37,29.89,35.61
73.7114215,49.13,26.95,66.98,27.23,63.43,36.47,27.14,19.97,36.75
126.122392,52.64,31.07,75.5,37.66,68.99,44.45,37.61,26.26,44.57
175.4692605,70.67,42.68,94.21,37.57,83.63,56.49,37.45,28.18,56.91
280.661859,60.04,36.38,79.78,36.08,73.78,47.97,35.95,27.15,48.34
206.728043,56.97,28.16,74.06,64.79,64.52,33.49,57.18,49.84,36.6
255.457149,81.01,53.32,110.34,35.13,94.14,72.06,35.08,25.79,72.63
107.292991,50.31,23.36,62.91,47.6,58.48,27.58,44.73,38.07,29.21
214.7589555,59.54,29.91,80.59,68.59,65.56,36.05,57.24,50.67,40.48
166.6723225,57.23,35.08,75.52,33.62,69.74,46.26,33.62,25.48,46.29
163.534089,59.42,27.15,84.21,39.13,73.53,33.28,33.91,27.61,38.48
122.1440015,59.74,19.3,83.11,64.5,75.84,23.43,59.68,46.36,26.85
159.9510665,47.52,22.89,64.47,49.92,58.81,30.04,46.92,36.79,31.05
197.041527,51.03,28.21,69.05,53.04,59.86,35.37,45.84,39.2,38.17
121.674502,56.6,24.24,81.89,63.23,72.88,30.49,56.56,43.71,35.07
360.723879,66.74,38.67,90.45,21.52,70.33,46.67,21.03,15.88,52.41
155.9973865,58.94,37.49,82.01,40.03,67.86,47.85,37.68,28.77,52.16
174.9256295,59.99,31.64,81.25,61.17,74.49,40.62,56.75,45.16,42.85
141.492323,54.31,30.1,79.88,36.39,75.94,44.2,36.31,24.74,44.28
143.4938735,52.21,29.37,72.17,46.94,68.96,40.56,46.84,33.97,40.59
130.7926765,53.17,29.23,70.52,23.96,65.33,38.49,23.9,18.06,38.77
152.957995,56.25,29.69,74.03,29.62,68.85,38.32,29.48,22.5,39.08
72.5253175,41.25,22.64,52.32,29.46,49.23,28.36,29.06,23.23,28.71
142.085375,53.9,26.75,78.69,40.9,73.51,38.64,40.38,28.01,39.06
111.2713815,51.95,30.52,68.91,30.94,66.74,40.45,30.94,23.32,40.48
87.277486,51.38,30.61,67.49,30.74,66.36,40.21,30.74,23.4,40.21
58.0449645,51.97,25.33,67.59,34.73,66.74,32.9,34.64,26.71,32.94
211.5960115,51.31,33.77,66.07,28.65,54.18,40.66,28.35,22.25,43.48
121.3038445,44.07,22.02,54.25,31.74,50.76,25.89,30.25,25.78,27.1
63.3824325,33.67,17.53,39.35,20.42,36.72,19.8,19.74,17.48,20.49
93.949321,38.02,17.93,45.39,25.96,41.03,20.51,24.79,21.74,21.41
88.9578,36.6,18.59,43.82,45.63,39.85,20.62,41.47,38.11,22.26
118.5856895,48.28,26.21,53.89,43.5,50.84,28.92,41.74,38.98,29.25
102.7709695,49.15,26.85,60.97,30.02,55.92,32.9,29.8,24.2,33.3
110.1841195,51.4,27.04,62.83,37.83,57.34,32.91,37.43,30.94,33.06
104.27831,42.94,22.68,50.99,23.05,47.84,26.85,23.01,19.41,26.93
73.884395,40.35,21.28,50.02,27.11,47.4,26.34,27.06,21.87,26.38
106.4281235,46.58,22.02,58.92,19.83,56.06,27.19,19.2,15.68,27.85
95.6543455,39.15,20.74,44.92,12.47,41.78,23.3,12.47,10.86,23.8
58.6380165,43.49,22.29,54.18,45.17,52.85,27.7,44.59,36.26,27.76
45.46732,37.07,21.69,44.17,18.44,43.76,25.84,18.44,15.47,25.84
43.1198225,39.71,20.97,44.57,31.89,44.45,23.53,31.89,28.41,23.53
58.2920695,29.28,14.58,33.21,8.55,32.47,16.52,8.55,7.54,16.54
94.5670835,50.43,28.98,59.8,26.97,57.3,34.24,26.9,22.75,34.37
65.383983,17.73,10.12,18.93,7.78,17.37,10.64,7.69,7.29,10.8
119.549399,31.16,18.46,35.55,14.05,29.94,19.91,13.86,12.32,21.06
82.53307,24.24,11.5,27.23,14.36,24.33,12.05,13.31,12.78,12.92
49.075053,24.01,12.98,26.33,12.92,25.55,14.17,12.87,11.79,14.23
55.0302835,25.95,13.39,28.38,15.96,27.84,14.61,15.89,14.59,14.64
64.8156415,23.09,10.86,25.63,19.99,23.84,10.81,18.2,18.01,12.06
72.2782125,25.5,15.36,27.48,27.81,24.14,15.63,24.48,25.81,16.55
83.4473585,30.32,12.52,33.68,27.69,30.22,12.53,24.71,24.93,13.91
68.942295,26.34,16.19,28.4,20.85,28.35,17.46,20.8,19.34,17.46
63.8272215,20.4,11.62,21.32,18.69,21.29,12.14,18.67,17.88,12.14
51.842629,22.34,14.37,23.76,30.49,23.68,15.28,30.24,28.67,15.28
55.648046,23.6,15.53,25.51,28.85,24.41,16.64,27.58,26.69,16.78
94.690636,28.7,16.93,31.54,9.86,30.98,18.59,9.86,8.97,18.6
53.3993905,21.72,11.12,23.34,20.06,22.7,11.86,19.67,18.67,11.94
43.6140325,11.45,7.77,11.8,17.82,11.75,8.01,17.74,17.3,8.01
45.2943465,21.61,12.48,22.87,23.51,22.6,13.18,23.24,22.21,13.21
109.71462,24.03,18.37,25.75,12.63,25.75,19.68,12.63,11.79,19.68
45.9368195,41.47,21.04,53.14,52.69,50.37,26.65,49.95,41.12,26.96
220.91187,66.22,34.73,101.31,29.43,73.87,48.42,29.43,19.23,53.14
275.077286,50.49,26.29,66.14,26.38,58.23,31.96,25.12,20.14,34.45
101.4366025,55.99,33.33,75.11,25.04,69.03,44.05,24.98,18.67,44.71
76.4295765,47.05,26.26,63.91,28.58,56.59,33.85,27.63,21.04,35.67
73.686711,36.12,14.05,40.6,41.17,37.56,14.35,38.06,36.63,15.79
159.8522245,59.16,26.84,81.08,68.97,67.88,33.39,58.2,50.32,36.79
120.7602135,39.1,23.24,44.78,52.96,40.33,24.71,48.16,46.23,26.62
136.6243545,40.5,19.31,54.31,48.7,48.39,23.88,43.41,36.32,25.89
96.7910285,48.03,22.83,63.42,61.44,55.41,27.38,53.86,46.53,30.14
53.5970745,40.65,18.53,51.36,29.34,49.89,23.27,28.69,23.23,23.41
119.9200565,51.07,20.5,66.35,42.31,59.88,23.65,37.62,32.56,26.64
30.838704,38.26,14.74,47.09,37.49,43.92,16.05,34.87,30.46,18.14
146.385002,51.73,28.81,71.82,15.46,61.3,37.88,15.41,11.13,40
113.470616,39.69,16.41,48.66,43.32,44.36,17.9,39.31,35.33,20.12
93.010322,39.92,23.16,45.63,50.75,40.97,23.6,45.99,44.41,26.47
30.9622565,30.7,14.94,34.8,38,33.5,16.61,36.57,33.53,16.94
113.470616,37.28,24.57,46.39,50.5,39.47,28.71,43.24,40.58,30.57
107.3671225,42.25,16.3,56.32,31.21,52.95,21.36,30.45,23.41,21.74
129.137073,39.02,25.05,46.7,14,38.81,26.69,14,11.69,29.98
53.621785,42.42,20.99,57.37,24.37,53.19,27.98,24.21,18.02,28.39
156.417465,52.33,22.4,81.08,72.42,68.83,31.16,61.91,46.74,34.7
171.935659,59.01,27.51,92.05,67.79,80.92,40.3,63.14,43.46,42.91
308.238777,66.01,40.01,101.57,54.72,81.05,56.84,51.35,35.56,61.56
88.661274,51.7,27.79,67.25,20.95,59.84,35.11,20.65,16.11,36.14
70.8450035,43.26,20.92,51.63,37.77,49.47,24.56,37.07,31.65,24.97
88.4883005,36.51,17.01,44.85,46.55,38.66,18.22,40.28,37.9,20.89
107.787201,51.18,33.66,74.66,32.39,68.03,49.05,32.39,22.2,49.11
40.5499305,31.08,15.44,35.12,43.17,33.44,16.89,41.27,38.21,17.44
101.461313,46.87,25.12,61.41,12.15,53.78,31.3,12.15,9.27,32.91
63.25888,50.02,26.18,71.09,61.74,66.54,36.55,58.65,43.44,37.21
180.2630975,46.01,24.66,57.76,37.34,49.54,28.83,33.76,29.74,30.96
145.989634,56.29,32.09,76.49,69.42,67.72,40.68,62.18,51.09,43.6
330.873595,57.66,29.51,82.9,68.02,69.65,41.51,60,47.31,42.44
297.217894,64.1,29.28,87.48,51.01,70.41,34.89,43.76,37.38,39.96
206.2091225,76.35,41.24,110.61,29.01,90.21,56.3,28.91,20.03,59.74
340.856637,73.33,37.16,103.8,57.87,88.76,50.09,54.96,40.89,52.6
273.545235,60.13,28.39,82.23,42.21,70.3,36.25,39.32,30.87,38.82
194.6446085,55.84,27.45,75.51,28.3,65.4,33.39,25.07,20.93,37.12
185.32875,63.46,37.75,85.05,31.9,74.83,48.91,31.54,23.8,50.6
140.2815085,54.79,33.01,69.74,19.79,65.03,41.55,19.79,15.55,42.02
9.241727,16.89,9.19,19.05,5.89,16.41,9.14,5.2,5.22,10.37
278.6603085,66.52,37.16,91.69,46.54,79.29,49.01,44.71,33.76,51.23
103.2651795,56.26,29.41,81.41,51.5,68.84,41.27,48.76,35.59,42.56
155.330203,60.05,36.84,88.69,46.02,77.06,53.03,45.15,31.16,54.42
81.643492,46.09,27.62,60.63,31.44,50.99,33.29,29.47,23.9,36.33
53.572364,27.78,14.81,30.9,14.48,30.05,16.42,14.43,13.02,16.47
151.6977595,52.7,30.56,70.62,31.6,67.51,40.78,31.6,23.58,40.96
90.143904,53.31,30.62,68.38,13.11,58.2,37.54,13.05,10.22,39.28
188.4669835,57.16,30.97,78.33,62.89,62.36,34.26,48.66,45.88,42.45
80.7786245,40.81,20.84,47.77,47.45,45.57,23.96,45.3,40.54,24.39
268.5784245,52.96,30.67,75.24,24.93,66.99,42.83,24.93,17.55,43.56
120.834345,53.08,25.52,71.24,43.95,60.89,30.11,37.3,32.75,34.25
114.360194,54.19,29.91,73.24,66.09,65.95,39.67,60.89,48.9,40.42
147.175738,46.07,22.5,60.43,52.71,55.07,28.27,49.24,40.19,29.51
128.2722055,55.07,30.96,79.35,41.16,70.68,42.37,39.09,28.56,44.61
53.1522855,51.94,30.13,76.4,34.46,64.61,42.99,33.85,23.42,44.32
303.93915,78.42,46.31,118,16.92,92.91,65.48,16.92,11.24,69.68
133.3131475,40.11,17.89,50.16,24.85,47.23,21.96,24.43,19.87,22.38
84.460489,47.27,21.21,57.9,59.52,54.2,24.72,55.52,48.59,25.98
39.932168,17.66,16.69,17.92,23.92,17.92,16.93,23.92,23.58,16.93
232.5010945,56.89,36.42,78.86,27.3,69.7,50.08,27.3,19.69,50.48
9.1181745,6.9,6.22,7.06,15.99,7.06,6.36,15.99,15.62,6.36
171.886238,42.32,30.46,53.18,59.42,48.02,35.54,53.82,47.28,38.28
120.636661,64.35,33.86,94.34,38.98,84.66,48.86,38.64,26.59,49.65
75.367025,20.12,11.7,21.46,31.47,21.04,12.3,30.63,29.5,12.48
76.2813135,49.54,26.9,66.65,58.11,64.73,35.68,57.04,43.2,36.19
87.1045125,55.84,24.16,82.05,65.64,76.65,34.11,62.24,44.67,35.5
98.2242375,40.52,18.67,50.9,33.53,49.22,22.93,32.74,26.69,23.46
39.5368,47.61,23.18,56.9,30.93,56.26,27.57,30.75,25.88,27.71
178.805178,43.93,24.53,51.99,32.51,51.84,29.03,32.51,27.47,29.03
161.4831175,49.47,21.76,64.83,49.44,61.26,27.23,47.42,37.73,28.51
129.927809,35.02,17.62,43.91,20.94,39.09,20.07,19.01,16.7,22.1
44.627163,32.32,16.57,37.7,48.85,35.72,18.77,46.2,41.88,19.33
36.324435,18.59,11.95,19.96,7.04,18.7,12.75,7.04,6.56,12.83
243.101899,36.31,22.13,45.55,25.99,43.09,27.08,25.64,20.71,27.77
74.9963675,42.84,21.37,51.86,45.52,47.96,25.29,42.2,37.6,25.87
83.175543,38.88,18.51,46.9,14.3,42.69,21.92,13.9,11.85,22.33
117.6961115,44.25,30.13,59.25,13.87,51.83,39.55,13.87,10.36,40.35
53.7453375,37.86,24.19,43.09,54.89,42.91,27.53,54.19,48.23,27.53
59.651147,35.41,19.61,40.24,49.18,40.09,22.28,49.04,43.28,22.28
89.6744045,38.59,23.61,45.99,52.17,39.54,27,45.03,43.78,28.13
70.1531095,48.57,26.02,72.06,31.16,66.42,37.2,30.22,21,38.61
132.5224115,38.56,19.71,51.73,35.97,48.55,25.92,34.74,26.81,26.45
86.3137765,57.34,30.6,81.56,56.46,78.88,43.07,55.85,39.69,43.53
122.06987,59,31.35,78.54,79.71,68.76,39.58,69.29,59.87,41.74
206.9998585,56.84,31.81,81.02,77.97,64,37.79,61.82,54.71,45.35
364.8505325,49.06,21.27,70.24,39.37,62.34,27.98,36.33,27.5,30.46
212.460879,66.04,28.79,94.64,87.58,82.02,36.58,76.67,61.11,41.26
103.7099685,46.69,25.27,56.95,40.3,54.72,30.32,39.73,33.04,30.82
95.431951,15.84,10.97,17.52,18.92,15.79,11.32,17.03,17.11,12.12
3.360628,1.79,1.41,1.84,0.48,1.84,1.45,0.48,0.47,1.45
102.5238645,53.36,16.61,61.41,72.26,55.81,16.23,65.33,62.79,19.12
73.7114215,46.26,25.32,60.79,18.85,53.39,30.59,18.03,14.34,33.28
77.343865,49.37,17.93,62.14,58.64,60.2,21.23,56.7,46.59,22.57
17.2232185,9.27,6.33,10.08,12.4,8.56,5.92,10.8,11.41,6.88
81.692913,49.76,23.85,64.88,39.03,56.86,29.5,35.56,29.93,31.1
32.4943075,52.03,28.37,64.45,65.16,55.84,30.74,56.54,52.6,35.14
129.038231,35.02,20.44,39.37,42.13,34.79,20.73,37.33,37.47,22.99
110.604198,38.8,22.55,46.52,25.28,42.81,26.27,24.63,21.08,27.05
157.059938,51.87,27.77,67.19,49.79,61.64,34.29,46.41,38.44,35.98
142.6042955,58.65,30.47,70.76,73.29,64.7,35.53,66.69,60.75,36.76
316.2202685,59.4,33.33,82.75,37.17,67.48,44.29,35.88,26.68,46.43
160.9889075,51.53,30.27,74.75,14.69,64.04,43.34,14.69,10.12,43.91
125.479919,46.3,29.68,59.93,23.74,52,36.52,23.57,18.34,38.42
243.843214,56.91,35.26,82.54,32.62,69.97,48.8,31.6,22.49,51.14
94.591794,34.81,17.64,42.51,30.76,41.04,21.39,30.55,25.19,21.54
131.805807,50.34,22.49,69.8,12.03,58.21,24.23,12.03,8.67,31.19
193.087847,63.51,35.9,90.69,45.81,76.98,49.06,44.21,32.08,51.26
26.835603,11.7,5.77,12.68,16.37,11.57,6.2,14.98,15.11,6.26
113.6930105,44.39,23.64,60.37,19.07,54.49,31.37,19.07,14.02,32.15
87.4504595,32.9,19.69,38.39,47.26,35.01,21.96,43.17,40.49,22.98
