STBIOMSha,Elev_mode,Elev_P01,Elev_P10,Elev_P30,Elev_P60,Elev_stddev,Elev_kurtosis,Elev_MAD_median,Elev_MAD_mode,Elev_L3,Elev_L4,Elev_LCV,Elev_Lskewness,Elev_Lkurtosis,Elev_ave,Elev_variance,Elev_CV,Elev_IQ,Elev_skewness,Elev_AAD,Elev_L2,Elev_P05,Elev_P20,Elev_P25,Elev_P40,Elev_P50,Elev_P70,Elev_P75,Elev_P80,Elev_P90,Elev_P95,Elev_P99
103.0180745,10.44,5.81,8.68,10.6,13.18,3.22,2.26,2.45,2.49,0.07,0.12,0.14,0.04,0.06,12.63,10.4,0.25,4.97,0.13,2.69,1.84,7.77,9.73,10.11,11.33,12.41,14.63,15.09,15.43,17.44,18.35,18.94
151.0552865,11.26,4.08,8.91,11.42,14.68,3.65,2.91,2.52,3.29,-0.19,0.22,0.15,-0.09,0.11,13.28,13.34,0.27,5.07,-0.48,2.94,2.05,5.99,10.17,10.89,12.64,13.63,15.49,15.96,16.39,17.51,19.03,19.98
444.2700795,13.83,4.49,11.34,13.19,14.78,2.62,5.75,1.64,1.65,-0.13,0.23,0.1,-0.09,0.16,14.13,6.89,0.18,3.27,-1.03,1.95,1.41,9.98,12.25,12.72,13.74,14.17,15.55,15.99,16.35,17.33,17.8,19.08
143.4444525,11.66,3.12,5.92,11.39,14.77,5.06,2.21,3.57,4.18,-0.12,0.2,0.21,-0.04,0.07,13.53,25.66,0.37,7.36,-0.19,4.12,2.89,4.8,8.84,10.34,12.46,13.62,16.94,17.7,18.48,20.23,21.22,22.65
105.414993,8.3,3.26,5.43,9.52,16.02,6.94,2.12,5.8,6.33,0.31,0.19,0.27,0.08,0.04,14.59,48.19,0.47,10.55,0.3,5.77,3.97,4.94,8.25,8.72,12.06,14.64,17.58,19.27,21.67,24.84,27,28.54
185.4028815,12.53,3.71,7.64,10.9,13.53,3.38,2.94,2.25,2.24,-0.16,0.24,0.15,-0.08,0.13,12.42,11.46,0.27,4.45,-0.46,2.66,1.9,5.98,9.84,10.28,12.1,12.69,14.24,14.74,15.3,16.67,17.6,18.83
78.529969,13.39,3.79,6.51,10.19,12.65,3.08,2.69,1.69,2.03,-0.25,0.19,0.15,-0.14,0.11,11.27,9.49,0.27,4.05,-0.58,2.48,1.72,5.42,8.44,9.36,11.1,11.93,13.23,13.42,13.6,14.51,15.91,16.59
203.2438625,13.21,5.24,9.86,12.68,15.61,3.67,2.83,2.52,2.79,-0.13,0.22,0.14,-0.06,0.11,14.47,13.53,0.25,5.08,-0.38,2.95,2.07,7.86,11.58,12.07,13.67,14.66,16.64,17.15,17.71,19.29,20.22,21.17
84.658173,11.89,3.91,8.38,12.21,15.42,3.75,3.07,2.37,3.51,-0.29,0.22,0.15,-0.14,0.1,13.83,14.12,0.27,4.75,-0.69,3.02,2.09,6.74,11.18,11.99,13.23,14.36,16.29,16.73,17.19,18.12,19.12,19.94
80.111441,12.54,2.97,4.87,8.74,12.8,5.85,4.15,3.28,3.52,0.47,0.52,0.26,0.14,0.16,11.98,34.29,0.48,6.78,0.97,4.41,3.17,3.89,6.99,7.92,10.01,11.59,14.12,14.69,15.26,18.56,25.92,29.7
68.4233745,9.21,2.61,6.81,9.3,11.91,3.52,2.63,2.36,2.63,-0.02,0.2,0.17,-0.01,0.1,11.2,12.42,0.31,4.88,-0.17,2.83,1.99,4.92,8.54,8.88,10.25,11.07,12.96,13.76,14.56,16.24,16.91,17.57
175.197445,14.31,4.4,8.63,12.36,14.99,3.95,3.13,2.47,2.47,-0.1,0.31,0.15,-0.04,0.14,14.08,15.64,0.28,4.95,-0.2,3.08,2.21,7.09,10.99,11.82,13.42,14.31,16.26,16.77,17.38,18.95,20.25,22.43
227.2624685,11.61,2.73,5.03,8.21,12.57,6.72,2.28,4.56,4.66,0.58,0.22,0.29,0.15,0.05,12.68,45.23,0.53,9.57,0.59,5.59,3.78,3.87,6.46,7.3,9.65,11.24,15.64,16.87,17.95,24.27,25.54,26.41
269.591555,13.47,3.45,7.81,11.94,14.69,4.05,2.82,2.65,2.68,-0.12,0.28,0.16,-0.05,0.12,13.84,16.47,0.29,5.38,-0.32,3.18,2.28,6.08,10.99,11.64,13.08,13.69,16.29,17.02,17.54,18.95,20.28,21.35
72.7724225,12.77,3.27,7.2,10.51,13.32,3.42,2.91,2.11,2.09,-0.3,0.21,0.16,-0.15,0.11,11.87,11.75,0.28,4.82,-0.71,2.75,1.91,4.71,9.17,9.59,11.59,12.74,13.86,14.41,14.69,15.92,16.38,17.5
71.8334235,9.28,3.57,5.86,8.2,10.22,2.82,2.72,1.8,1.75,0.05,0.19,0.16,0.03,0.12,9.67,7.99,0.29,3.63,0.11,2.24,1.59,5.19,7.42,7.86,8.88,9.57,10.9,11.49,11.96,13.8,14.53,15.99
56.4634925,10.24,4.68,7.71,10.44,13.68,4.47,2.47,3.03,2.9,0.27,0.22,0.19,0.1,0.08,13.17,20.01,0.33,6.38,0.42,3.68,2.53,6.82,9.37,10,11.27,12.44,15.43,16.38,17.13,20.06,21.68,23.2
177.9897315,6.73,2.37,4.51,7.75,23.45,12.71,1.43,8.15,5.54,0.86,-0.66,0.38,0.12,-0.09,18.39,161.67,0.69,25.12,0.32,11.84,7.11,3.51,6.24,7.08,9.2,12.27,29.69,32.2,33.85,36.6,37.52,38.5
114.261352,17.77,12.4,13.71,16.15,18.75,3.23,2.68,2.69,2.73,0.002192,0.08,0.1,0.001187,0.04,18.07,10.45,0.17,5.32,-0.11,2.67,1.84,13.17,14.88,15.52,17.23,17.98,20.19,20.84,21.3,22.32,23.08,24.42
78.233443,11.35,2.95,4.82,9.49,14.46,5.94,1.93,4.96,4.9,0.006895,0.09,0.25,0.002013,0.02,13.3,35.35,0.44,9.88,0.005523,4.99,3.42,3.77,7.57,8.71,11.63,13.3,17.54,18.59,19.37,21.56,22.57,23.83
83.719174,10.84,2.45,8.21,10.44,17.66,6.72,1.81,5.59,6.09,0.09,-0.05,0.24,0.02,-0.01,15.56,45.22,0.43,11.24,0.03,5.98,3.84,6.57,9.19,9.85,11.64,15.38,20.44,21.09,22.89,25.12,25.74,26.55
171.737975,15.68,3.8,8.61,12.69,16.07,4.7,2.72,2.89,2.96,-0.11,0.34,0.17,-0.04,0.13,14.82,22.15,0.31,5.89,-0.22,3.71,2.65,5.91,10.81,11.69,14.25,15.17,17.1,17.59,18.62,21.27,22.53,24.18
147.324001,18.66,4.13,8.1,12.26,16.16,4.39,2.44,3.15,3.61,-0.28,0.18,0.17,-0.11,0.07,14.41,19.27,0.3,6.63,-0.46,3.62,2.48,6.25,10.17,11.26,13.96,15.19,17.38,17.89,18.46,19.51,20.37,22.44
193.631478,14.69,10.08,12.59,14.74,16.8,4.83,5.34,2.11,2.1,0.65,0.58,0.14,0.26,0.23,17.2,23.4,0.28,4.32,1.43,3.45,2.47,11.74,13.81,14.25,15.45,16.12,17.87,18.57,19.58,23.7,29.63,32.87
19.0023745,11.34,4.59,9.11,11.5,14.25,3.09,3.33,2.23,2.84,-0.27,0.15,0.13,-0.15,0.09,12.86,9.6,0.24,4.46,-0.81,2.52,1.72,6.9,10.48,11.08,12.13,13.31,15.08,15.53,15.8,16.3,16.85,17.27
415.6553205,27.07,6.26,9.43,16.01,24.63,7.6,1.7,5.23,4.22,-0.57,-0.17,0.21,-0.13,-0.04,20.4,57.79,0.37,15.51,-0.41,6.71,4.29,8.06,11.03,11.55,19.18,22.85,26.53,27.07,27.6,29.09,29.7,30.42
47.691265,12.47,6.71,8.72,10.14,12.51,3.37,3.09,2.14,2.4,0.28,0.24,0.15,0.15,0.13,12.24,11.37,0.27,4.54,0.72,2.64,1.87,7.46,9.35,9.64,10.91,11.69,13.31,14.19,14.99,17.25,18.78,21.3
58.5391745,5.68,2.18,4.21,5.9,7.79,2.65,2.83,1.65,1.92,0.12,0.18,0.2,0.08,0.12,7.45,7.07,0.35,3.51,0.37,2.15,1.49,3.04,5.49,5.73,6.39,7,8.85,9.24,9.69,11.09,12.27,14.1
87.3516175,4.63,2.9,4.22,6.23,10.03,4.8,3.08,3.44,4.27,0.48,0.21,0.27,0.18,0.07,9.62,23.12,0.49,7.01,0.8,3.91,2.67,3.77,5.22,5.69,7.26,8.9,11.49,12.69,13.66,16.67,18.07,23.42
186.070065,11.57,5.74,8.14,10.83,15.37,5.08,2.15,4.08,3.63,0.26,0.12,0.2,0.09,0.04,14.3,25.86,0.35,8.03,0.32,4.37,2.9,7.24,9.73,10.36,11.88,12.99,17.67,18.39,19.04,21.91,23.21,25.42
147.5958165,15.07,3.74,7.97,11.72,15.04,4.01,2.73,2.74,2.82,-0.19,0.24,0.16,-0.08,0.1,13.49,16.1,0.29,5.49,-0.39,3.26,2.26,5.85,10.22,10.89,12.55,13.94,15.85,16.39,17.04,18.17,19.41,21.68
128.0251005,15.68,5.61,10.66,13.98,17.19,4.01,2.81,2.88,3.04,-0.14,0.21,0.14,-0.06,0.09,16.12,16.13,0.24,5.74,-0.38,3.23,2.27,9.65,12.67,13.44,15.49,16.13,18.73,19.19,20.05,21.51,22.21,22.91
79.7902045,4.68,2.85,4.74,5.79,7.31,2.04,6.26,1.24,2.17,0.1,0.17,0.15,0.09,0.15,6.97,4.19,0.29,2.49,0.94,1.55,1.11,4.19,5.21,5.57,6.39,6.81,7.83,8.06,8.34,9.59,10.91,11.71
256.099622,12.25,4.48,9.14,11.13,12.83,5.39,4.29,1.57,1.56,0.78,0.72,0.19,0.29,0.27,13.63,29.1,0.39,3.14,1.37,3.73,2.67,7.54,10.43,10.75,11.8,12.33,13.4,13.89,14.55,24.53,26.27,28.48
63.901353,10.96,4.51,7.99,10.77,12.69,2.46,3.26,1.57,1.92,-0.18,0.17,0.11,-0.13,0.12,11.73,6.09,0.21,3.09,-0.71,1.95,1.37,6.78,10.06,10.47,11.3,11.98,13.26,13.57,13.81,14.68,15.27,15.82
81.495229,11.56,6.01,7.75,10.77,13.88,3.45,2.38,2.42,2.87,-0.09,0.13,0.15,-0.04,0.06,12.59,11.92,0.27,4.89,-0.21,2.88,1.97,6.51,9.23,10.24,11.68,12.77,14.76,15.13,15.88,16.96,17.6,19.27
113.1493795,15.77,3.37,10.35,15.75,19.87,5.61,2.9,3.7,4.47,-0.32,0.33,0.17,-0.1,0.1,18.08,31.49,0.31,7.39,-0.55,4.49,3.15,6.86,13.95,15.1,16.8,18.45,21.71,22.5,23.09,25.17,26.32,27.13
136.89617,13.52,4.4,8.55,12.23,14.52,3.37,3.55,1.97,2.04,-0.33,0.28,0.13,-0.18,0.15,13.24,11.37,0.25,4.11,-0.91,2.58,1.84,5.48,10.98,11.51,13.18,13.81,15.24,15.62,15.95,16.96,17.56,18.94
243.64553,18.35,6.45,11.88,14.89,18.46,4.46,2.86,3.02,3.27,0.004064,0.28,0.14,0.00161,0.11,17.28,19.92,0.25,5.89,-0.1,3.58,2.52,10.07,13.42,14.22,16.02,17.36,19.29,20.11,21.17,23.76,24.88,26.23
82.9037275,8.71,2.92,4.75,6.65,8.49,2.04,2.48,1.44,1.35,-0.13,0.08,0.15,-0.11,0.07,7.62,4.17,0.26,2.98,-0.48,1.68,1.15,3.64,5.71,6.21,7.33,7.96,8.94,9.19,9.48,10.05,10.36,11.05
194.521056,26.26,3.38,14.28,20.92,24.75,5.82,4.65,2.94,2.81,-0.85,0.49,0.13,-0.28,0.16,22.06,33.94,0.26,6.49,-1.38,4.41,3.05,7.9,17.89,19.79,22.37,23.62,25.84,26.29,26.64,27.59,28.47,29.48
108.0095955,13.65,2.82,5.47,9.35,13,4.47,2.36,3.08,3.4,0.005094,0.23,0.21,0.001992,0.09,11.75,20.01,0.38,6.16,0.03,3.64,2.55,4.32,7.63,8.59,10.68,11.81,14.05,14.75,15.47,18.04,19.44,21.04
250.0949705,20.82,4.92,9.8,12.78,17.41,4.42,2.31,3.58,4.85,-0.13,0.09,0.16,-0.05,0.03,15.56,19.58,0.28,7,-0.27,3.78,2.53,8.58,11.42,12.17,13.98,15.97,18.52,19.17,19.91,21.2,21.97,23.16
265.687296,34.16,2.85,5.32,9.27,31.13,12.38,1.33,5.5,4.55,-0.99,-0.8,0.3,-0.14,-0.11,22.27,153.49,0.55,25.05,-0.37,11.73,6.74,4.13,7.31,8.31,22.48,29.6,32.61,33.37,34.08,34.96,35.51,35.95
19.1506375,9.01,2.71,5.75,7.04,8.71,1.89,3.4,1.31,1.31,-0.08,0.13,0.13,-0.07,0.12,7.99,3.57,0.23,2.66,-0.41,1.51,1.05,4.71,6.44,6.65,7.59,8.18,9.16,9.31,9.55,10.02,10.97,12.26
390.5000315,27.16,3.98,8.34,15.19,25.17,8.33,1.98,6.26,5.26,-0.6,0.08,0.22,-0.12,0.01,20.88,69.46,0.39,14.25,-0.43,7.14,4.74,5.78,12.09,13.43,20.11,22.48,27.18,27.68,28.49,30.6,32.12,33.2
67.8797435,9.19,2.28,3.78,6.48,9.07,2.66,2.34,1.87,1.79,-0.12,0.11,0.19,-0.08,0.07,7.94,7.12,0.33,3.83,-0.3,2.21,1.51,3.09,5.57,6.03,7.55,8.33,9.6,9.85,10.22,11.17,11.78,13.28
18.236349,10.56,3.19,5.78,8.84,11.99,4.22,2.59,2.92,2.97,0.12,0.26,0.21,0.05,0.11,11.28,17.82,0.37,5.8,0.26,3.33,2.39,5.07,7.1,8.02,10.5,11.11,13.06,13.83,14.57,17.45,18.94,21.8
103.833521,7.78,2.64,5.16,7.27,9.22,2.43,2.7,1.63,1.79,-0.04,0.15,0.16,-0.03,0.11,8.48,5.91,0.28,3.31,-0.16,1.95,1.37,4.28,6.37,6.85,7.97,8.61,9.82,10.16,10.48,11.58,12.5,13.66
34.5947,5.9,2.24,3.48,5.42,7.64,7.36,3.37,2.01,2.07,1.39,0.6,0.37,0.37,0.16,9.71,54.2,0.75,4.32,1.35,5.73,3.66,2.92,4.63,5,6.21,6.87,8.66,9.32,13.74,23.83,25.46,28.36
235.540486,19.9,4.02,11.73,15.19,19.34,4.36,3.57,2.82,2.73,-0.37,0.28,0.13,-0.15,0.11,17.41,19.05,0.25,5.8,-0.83,3.5,2.41,8.8,14.23,14.65,17.06,18.29,20.11,20.45,21.04,22.53,23.42,24.34
55.7221775,6.41,2.6,4.59,7.23,10.78,3.62,1.91,3.22,3.62,-0.06,0.03,0.21,-0.02,0.01,9.59,13.1,0.37,6.32,-0.11,3.1,2.08,3.66,6.17,6.6,8.36,9.9,12.05,12.93,13.39,14.32,14.91,15.82
70.276662,9.83,3.15,7.72,10.32,14.02,5.08,3.49,2.78,3.5,0.38,0.46,0.2,0.13,0.16,13.24,25.82,0.38,5.49,0.75,3.86,2.77,6.39,8.99,9.9,11.44,12.71,14.94,15.39,15.85,20.76,24.37,26.57
71.4380555,15.69,3.01,6.72,11.1,15.23,4.4,2.39,3.02,2.96,-0.34,0.15,0.18,-0.13,0.06,13.16,19.44,0.33,6.55,-0.54,3.69,2.49,4.52,8.98,10.12,12.38,14.1,16.16,16.68,17.12,18.32,19.18,20.03
51.546103,8.52,2.56,5.19,7.14,8.66,2.35,9.29,1.26,1.2,-0.04,0.24,0.15,-0.03,0.19,8.03,5.52,0.29,2.54,0.91,1.68,1.22,3.8,6.3,6.85,7.66,8.17,9.14,9.39,9.63,10.27,10.77,14.46
82.9037275,4.3,2.15,3.54,5.34,11.6,7.3,1.77,4.41,4.03,0.73,-0.14,0.36,0.18,-0.03,11.29,53.37,0.64,12.89,0.52,6.47,4.08,2.99,4.5,4.83,6.47,8.34,16.94,17.73,20.03,22.66,23.89,25.09
97.903001,4.45,2.66,4.08,7.47,14.37,6.1,1.69,5.63,7.45,0.08,-0.09,0.28,0.02,-0.02,12.13,37.29,0.5,11.19,0.07,5.37,3.51,3.4,5.49,6.42,9.59,11.91,16.92,17.61,18.34,20.26,21.71,22.86
75.8859455,3.63,2.47,3.5,5.53,10.87,4.28,1.81,3.89,5.78,0.01,-0.02,0.26,0.006471,-0.01,9.16,18.38,0.46,7.99,0.03,3.71,2.46,2.94,4.28,4.77,8.24,9.41,12.24,12.77,13.33,14.66,15.56,17.7
64.7662205,12.48,2.42,5.03,9.29,12.89,3.86,2.34,2.76,2.68,-0.3,0.13,0.19,-0.13,0.06,11.23,14.95,0.34,5.8,-0.53,3.23,2.18,3.97,7.77,8.5,10.84,12.08,13.85,14.3,14.82,15.73,16.36,17.3
100.423472,7.6,2.27,4.31,7.3,10.63,9.21,2.92,3.11,3.14,1.53,0.62,0.37,0.32,0.13,12.7,84.92,0.72,6.48,1.17,7.22,4.72,3.13,6.14,6.72,8.1,9.21,12.32,13.19,23.35,30.38,31.95,33.31
56.290519,9.93,2.14,3.21,6.22,9.48,3.51,2.15,2.69,2.75,0.01,0.11,0.24,0.005068,0.05,8.3,12.34,0.42,5.34,0.04,2.94,2.01,2.59,4.91,5.52,7.3,8.32,10.37,10.85,11.51,12.96,14.14,15.79
104.0064945,8.63,3.35,5.49,8.79,12.16,4.13,2.22,3.01,3.36,0.04,0.17,0.21,0.01,0.07,11.18,17.09,0.36,6.1,0.08,3.39,2.37,4.42,7.29,8.16,10.09,11.05,13.45,14.26,14.8,17.11,18.22,19.4
70.8450035,6.26,2.33,4.62,7.22,11.73,4.76,2.32,3.7,4.05,0.19,0.16,0.25,0.07,0.05,10.56,22.7,0.45,7.4,0.32,3.99,2.72,3.58,6,6.58,8.63,10.27,13.35,13.98,14.55,17.6,19.19,21.73
310.2897485,19.74,2.66,5.4,11.31,20.71,9.3,1.83,7.81,8.19,0.2,0.03,0.3,0.03,0.006186,17.79,86.55,0.52,15.72,0.13,8.07,5.36,3.86,8.48,10.23,13.33,17.68,23.33,25.96,27.53,31.2,32.68,34.9
40.080431,2.01,2.08,2.81,4.7,7.38,3.79,3.53,2.52,4.49,0.39,0.23,0.29,0.18,0.11,7.17,14.4,0.52,5.12,0.93,2.99,2.08,2.4,3.69,4.23,5.64,6.5,8.52,9.35,10.25,12.06,15.46,18.36
129.6065725,7.33,2.39,4.66,8.3,16.74,6.91,1.67,5.95,5.37,0.13,-0.1,0.29,0.03,-0.02,13.65,47.81,0.5,12.21,0.1,6.22,3.97,3.47,6.94,7.74,9.83,12.69,18.87,19.95,21.12,22.81,23.99,26.12
387.7324555,15.58,2.41,6.51,11.37,17.18,6.84,2.15,5.17,5.19,0.01,0.24,0.25,0.003717,0.06,15.42,46.83,0.44,10.27,0.02,5.65,3.93,4.14,8.1,9.99,13.8,15.68,19.21,20.27,21.68,24.92,26.54,29.14
153.056837,18.37,3.72,9.36,13.56,18.6,5.57,2.42,4.21,4.23,-0.17,0.23,0.19,-0.05,0.07,16.58,31.1,0.33,8.38,-0.27,4.62,3.18,6.76,11.57,12.55,15.03,16.91,19.84,20.93,21.88,23.89,24.88,26.71
263.4386405,20.54,4.16,10.71,14.84,19.16,5.42,2.77,3.45,4.02,-0.13,0.36,0.17,-0.04,0.11,17.42,29.38,0.31,7.17,-0.23,4.35,3.06,7.87,12.59,13.81,16.32,17.78,20.46,20.98,21.92,24.24,26.41,28.3
164.0035885,25.89,2.21,3.62,9.1,19.68,9.51,1.58,9.7,10.3,-0.000638,-0.27,0.33,-0.000117,-0.05,16.5,90.56,0.57,18.7,0.008376,8.46,5.46,2.72,5.87,7.42,13.18,15.59,25.27,26.13,26.63,28.26,30.6,32.57
338.0643505,22.94,3.57,13.57,18.33,22.24,4.85,5.02,2.28,2.04,-0.73,0.41,0.12,-0.28,0.16,19.81,23.56,0.24,5.79,-1.44,3.74,2.52,10.12,16.29,17.3,20.4,21.37,22.85,23.1,23.4,24.34,24.98,26.28
115.101509,15.83,2.35,4.39,7.92,13.16,5.42,2.03,4.37,5.09,0.11,0.1,0.26,0.03,0.03,11.72,29.44,0.46,8.72,0.15,4.62,3.12,3.51,6.58,7.23,9.52,11.61,15.41,15.96,16.73,19.26,20.88,22.75
80.803335,18.43,4.46,10.03,12.86,18.04,4.25,2.85,3.37,2.87,-0.32,0.14,0.15,-0.13,0.06,15.62,18.07,0.27,6.63,-0.65,3.54,2.38,7.83,12.03,12.32,14.97,16.26,18.55,18.95,19.6,20.39,21.3,21.86
95.777898,7.06,2.34,4.71,6.98,9.21,3.13,3.49,1.84,2.17,0.14,0.27,0.2,0.08,0.15,8.63,9.8,0.36,3.69,0.52,2.43,1.73,3.57,6.23,6.61,7.66,8.34,10.03,10.3,10.78,12.91,14.62,16.95
173.171184,18.09,2.41,10.67,14.44,17.84,3.84,4.29,2,1.95,-0.49,0.25,0.13,-0.23,0.12,15.88,14.78,0.24,4.95,-1.17,3.07,2.06,8.52,12.8,13.68,15.8,17.2,18.34,18.63,18.92,19.79,20.36,21.29
236.973695,9.97,2.74,6.04,8.75,17.6,7.53,1.61,5.54,4.26,0.43,-0.16,0.29,0.1,-0.03,14.48,56.84,0.52,14.36,0.31,6.87,4.26,4.88,7.53,8.02,10.28,11.5,20.76,22.38,23.7,25.1,26.31,27.38
523.9367315,22.65,6.04,12.85,21.37,25.2,6.06,3.77,3.09,3.56,-0.72,0.55,0.14,-0.22,0.17,22.82,36.74,0.26,6.17,-1.1,4.54,3.24,9.03,19.59,20.79,22.81,23.97,26.44,26.96,27.53,29.31,30.57,31.58
154.2676515,14.71,2.57,6.59,10.16,14.44,4.55,2.43,3.31,3.38,-0.12,0.22,0.2,-0.04,0.08,12.74,20.72,0.35,6.4,-0.2,3.78,2.59,4.3,9.03,9.57,11.49,13.39,15.36,15.97,16.77,18.45,19.98,21.53
305.273517,21.58,2.77,10.64,16.69,19.76,5.03,4.22,2.83,3.07,-0.61,0.44,0.15,-0.22,0.16,17.87,25.38,0.28,5.62,-1.2,3.78,2.68,5.9,14.56,16.02,17.79,18.81,21.04,21.65,22.01,23.01,24.09,25
175.098603,17.1,3.74,8.89,13.88,17.79,4.67,2.86,3.11,3.14,-0.43,0.25,0.16,-0.16,0.09,15.91,21.81,0.29,6.31,-0.72,3.77,2.6,6.31,12.05,13.25,15.67,16.92,18.85,19.56,20.16,21.3,21.92,23.17
213.103352,20.53,2.44,5.45,12.14,17.77,6.09,2.2,4.12,4.07,-0.45,0.19,0.22,-0.13,0.05,15.22,37.2,0.4,9.3,-0.48,5.12,3.45,4.01,8.8,10.87,14.71,16.72,19.31,20.17,20.71,22.21,24.18,24.97
342.734635,6.22,2.77,5.71,10.32,19.37,8.71,1.9,7.69,10.8,0.23,0.07,0.29,0.04,0.01,16.84,75.95,0.51,14.69,0.16,7.44,5.01,4.25,7.46,8.72,14.03,17.03,21.85,23.42,25.16,29.66,31.57,33.54
474.639284,22.5,3.44,11.48,16.16,21.54,6.07,2.71,4.38,4.57,-0.35,0.27,0.17,-0.1,0.08,19.11,36.86,0.31,9.13,-0.5,5.01,3.43,7.72,13.6,14.65,17.85,19.93,23.07,23.78,24.52,26.92,27.73,29.32
103.833521,7.28,2.8,4.42,7.05,10.15,4.24,3.55,2.66,2.86,0.33,0.31,0.24,0.14,0.13,9.46,18.01,0.44,5.3,0.82,3.32,2.34,3.79,5.57,6.34,7.81,9.05,11.01,11.65,12.27,14.93,18.21,21.72
256.9892,9.02,3.8,6.87,9.57,14.31,5.45,2.52,3.88,4.07,0.32,0.23,0.23,0.1,0.07,13.34,29.8,0.4,8.02,0.44,4.53,3.09,5.64,8.57,9.1,11.07,12.57,16.2,17.12,18.28,21.32,23.17,26.19
67.6820595,6.11,2.13,3.76,6.67,10.47,3.76,2,2.95,3.52,-0.01,0.07,0.23,-0.005577,0.03,9.08,14.16,0.41,5.88,-0.02,3.21,2.16,2.75,5.52,6.22,7.71,9.11,11.43,12.1,12.72,14.29,14.84,16.36
188.244589,10.3,2.36,4.13,7.07,10.16,3.67,2.68,2.23,2.76,0.09,0.24,0.22,0.04,0.12,9.11,13.47,0.4,4.44,0.29,2.94,2.07,3.26,5.89,6.59,7.96,9.35,10.67,11.02,11.5,14.84,16.03,17.55
108.034306,2.2,2.17,2.84,4.39,7.33,3.05,1.87,2.57,4.05,0.15,0.000459,0.26,0.08,0.000262,6.65,9.3,0.45,5.38,0.3,2.64,1.75,2.42,3.59,3.95,5.19,6.26,8.6,9.34,9.85,11.11,11.82,12.55
59.898252,10.81,3.25,7.88,11.12,15.11,4.52,2.54,3.42,3.85,-0.09,0.22,0.18,-0.03,0.08,13.73,20.43,0.32,6.69,-0.2,3.72,2.57,5.48,9.91,10.53,12.4,13.73,16.74,17.23,17.69,19.51,20.74,22.74
32.815544,13.61,2.2,4.38,7.53,11.25,4.27,3.4,2.92,3.65,0.06,0.3,0.23,0.02,0.13,10.11,18.26,0.42,5.87,0.4,3.35,2.38,3.07,6.15,6.79,9.29,10.38,12.21,12.66,13.3,14.61,16.64,21.56
232.8470415,19.8,3.61,8.73,14.1,18.59,5.07,2.93,3.36,3.27,-0.44,0.28,0.17,-0.15,0.1,16.3,25.7,0.31,6.7,-0.72,4.1,2.82,5.42,12.78,13.51,15.45,17.19,19.72,20.21,20.85,22.02,22.88,24.48
103.3146005,5.25,2.21,3.64,5.67,8.58,5.91,3.85,2.61,2.76,0.92,0.51,0.33,0.29,0.16,9.28,34.98,0.63,5.73,1.29,4.48,3.08,2.75,4.83,5.31,6.56,7.62,9.88,11.04,12.52,19.22,23.13,26.1
185.6499865,15.25,3.76,7.67,11.7,15.94,4.95,2.45,3.47,3.43,-0.07,0.26,0.19,-0.02,0.09,14.38,24.53,0.34,7.18,-0.07,4.04,2.82,6.07,9.67,10.65,13.36,14.82,17.06,17.82,18.55,20.81,22.48,25.15
74.5021575,9.57,2.33,4.01,6.77,9.42,3.82,2.3,2.6,2.95,0.16,0.17,0.24,0.07,0.07,8.9,14.62,0.42,5.25,0.31,3.13,2.17,2.91,5.47,6.25,7.59,8.32,10.53,11.5,12.84,14.78,15.36,17.12
96.86516,18.2,3.13,6.58,10.06,15.07,4.69,2.16,3.66,4.67,-0.17,0.12,0.2,-0.06,0.04,13.03,22.02,0.36,7.42,-0.25,3.98,2.68,4.76,8.59,9.26,11.91,13.53,16.18,16.69,17.31,18.83,19.98,21.71
49.371579,6.73,2.61,4.38,6.39,8.1,3.31,5.56,1.61,1.62,0.35,0.38,0.21,0.2,0.22,8.01,11,0.41,3.26,1.39,2.36,1.72,3.68,5.59,6.03,6.92,7.47,8.72,9.3,9.77,11.43,15.82,19.26
309.1530655,22.65,2.95,5.47,13.02,20.38,7.54,2.01,5.52,5.82,-0.31,0.14,0.25,-0.07,0.03,17.09,56.85,0.44,11.67,-0.26,6.4,4.32,3.92,9.2,11.41,15.28,17.95,22.37,23.07,23.93,26.58,28.28,29.97
389.93169,13.51,2.65,4.84,10.1,17.88,8.4,1.66,7.74,7.62,0.21,-0.13,0.3,0.04,-0.02,15.8,70.58,0.53,15.22,0.15,7.44,4.82,4.07,7.05,8.89,12.3,13.99,22.68,24.11,25.47,27.58,28.35,30.34
218.144294,18.77,4.85,8.9,13.1,17.28,4.75,2.29,3.7,3.7,-0.17,0.15,0.17,-0.06,0.05,15.48,22.58,0.3,7.43,-0.28,3.97,2.71,7.45,10.65,11.91,14.3,15.8,18.82,19.34,20.11,21.16,22.61,23.87
118.9316365,6.11,2.33,3.3,5.24,7.23,2.97,2.47,2.12,2.11,0.19,0.12,0.24,0.11,0.07,7.01,8.85,0.42,4.22,0.49,2.43,1.68,2.9,4.09,4.65,5.98,6.57,8.35,8.88,9.8,11.5,12.36,14.02
266.7498475,5.49,2.22,3.89,5.83,10.42,6.2,2.03,3.72,2.92,0.65,0.007011,0.33,0.18,0.002026,10.47,38.49,0.59,10.97,0.6,5.47,3.46,3.19,4.97,5.44,6.66,7.98,14.63,16.41,17.44,19.79,21.38,24.45
