"STBIOMSha","Elev_ave","Elev_mode","Elev_stddev","Elev_variance","Elev_CV","Elev_IQ","Elev_skewness","Elev_kurtosis","Elev_AAD","Elev_MAD_median","Elev_MAD_mode","Elev_L2","Elev_L3","Elev_L4","Elev_LCV","Elev_Lskewness","Elev_Lkurtosis","Elev_P01","Elev_P05","Elev_P10","Elev_P20","Elev_P25","Elev_P30","Elev_P40","Elev_P50","Elev_P60","Elev_P70","Elev_P75","Elev_P80","Elev_P90","Elev_P95","Elev_P99","Pct_first_returns_above_ht","Pct_all_returns_above_ht","all_returns_above_ht_div_Total_first_returns_x_100","First_returns_above_ht","All_returns_above_ht","Pct_first_returns_above_mean","Pct_first_returns_above_mode","pct_all_returns_above_mean","pct_all_returns_above_mode","All_returns_above_mean_div_Total_first_returns_x_100","All_returns_above_mode_div_Total_first_returns_x_100","First_returns_above_mean","First_returns_above_mode","All_returns_above_mean","All_returns_above_mode","Total_first_returns","Total_all_returns"
116.682981,8.21,8.97,3.7,13.69,0.45,6.38,0.12,1.93,3.14,3.21,3.08,2.13,0.06,0.03,0.25,0.03,0.01,2.18,2.72,3.24,4.29,4.83,5.51,7.08,8.16,9.19,10.53,11.22,11.84,13.33,14.18,15.61,61.28,47.79,66.98,1784,1950,35.45,30.64,25.61,22,35.89,30.84,1032,892,1045,898,2911,4080
43.342217,8.08,9.87,3.02,9.15,0.37,4.33,-0.34,2.2,2.52,2.05,1.98,1.72,-0.16,0.11,0.21,-0.09,0.06,2.08,2.62,3.31,4.98,5.97,6.47,7.71,8.65,9.42,10.06,10.31,10.62,11.62,12.55,13.65,29.09,26.94,29.63,903,920,18.17,10.66,16.52,9.69,18.17,10.66,564,331,564,331,3104,3414
73.390185,9.28,11.02,3.28,10.8,0.35,4.23,-0.38,2.72,2.63,2.09,2,1.84,-0.18,0.21,0.19,-0.1,0.11,2.16,2.67,4.14,6.56,7.29,7.87,8.89,9.72,10.57,11.2,11.53,12.04,12.88,13.92,16.18,49.34,40.85,51.12,2023,2096,30.29,18.17,24.5,14.58,30.65,18.24,1242,745,1257,748,4100,5130
159.283883,8.69,4.27,4.11,16.96,0.47,7,0.14,1.86,3.59,3.51,4.3,2.37,0.08,0.007368,0.27,0.03,0.003107,2.15,2.59,3.3,4.47,4.97,5.52,6.94,8.58,10.35,11.52,11.97,12.64,14.27,15.48,16.95,53.29,45.3,57.81,1968,2135,30.46,48.79,24.42,40.61,31.16,51.82,1125,1802,1151,1914,3693,4712
61.28204,6.6,2.01,3.17,10.07,0.48,5.17,0.32,2.08,2.68,2.64,4.46,1.81,0.15,0.04,0.27,0.08,0.02,2.04,2.17,2.52,3.25,3.75,4.38,5.34,6.47,7.38,8.26,8.93,9.69,11.21,12.2,13.3,35.97,31.05,37.1,799,824,21.65,41.82,18.13,37.24,21.65,44.48,481,929,481,988,2221,2653
31.283493,7.25,2.01,3.15,9.97,0.43,5.32,-0.1,1.85,2.75,2.59,5.75,1.81,-0.06,-0.003624,0.25,-0.03,-0.001995,2.06,2.26,2.68,3.8,4.6,5.12,6.3,7.76,8.58,9.59,9.92,10.3,11.2,11.76,12.81,17.27,15.83,17.55,754,766,11.06,20.18,10.02,18.58,11.11,20.6,483,881,485,899,4364,4837
175.8646285,14.4,18.51,5.29,28.06,0.36,7.67,-0.32,2.48,4.36,3.74,4.08,3,-0.26,0.25,0.2,-0.08,0.08,2.91,4.19,6.42,9.93,10.79,11.7,13.45,14.96,16.7,17.87,18.46,18.92,20.18,21.96,25.37,54.41,47.78,63.68,4461,5221,32.92,15.51,26.32,11.86,35.08,15.8,2699,1272,2876,1296,8198,10925
147.8429215,20.56,20.66,6.46,41.85,0.31,5.7,-1.04,3.81,4.71,2.88,3.19,3.45,-0.66,0.68,0.16,-0.19,0.19,2.87,5.27,9.8,17.2,18.82,19.44,20.62,21.51,22.53,23.74,24.52,25.71,28.12,29.12,30.6,42.35,39.28,49.44,2019,2357,28.67,28.13,24.1,23.66,30.33,29.78,1367,1341,1446,1420,4767,6000
35.434857,5.61,2.35,4.92,24.26,0.87,2.21,1.83,5.02,3.58,1.07,1.32,2.22,1.12,0.56,0.39,0.5,0.25,2.03,2.14,2.3,2.55,2.72,2.91,3.27,3.68,4.06,4.6,4.93,5.46,15.37,17.66,20.51,17.95,17.79,18.58,1572,1627,4.92,23.59,5.2,23.27,5.43,24.3,431,2066,476,2128,8755,9141
141.442902,18.37,19.65,6.08,37.08,0.33,8.02,-0.67,2.91,4.89,4.01,4.02,3.4,-0.49,0.36,0.18,-0.14,0.1,2.58,5.93,9.97,13.29,15.03,16.01,17.78,19.48,20.69,22.05,23.04,23.92,25.5,26.51,28.25,44.57,41.76,49.32,3470,3840,27.3,23.54,24.3,20.59,28.7,24.32,2126,1833,2235,1894,7785,9195
188.4175625,17.93,24.29,7.03,49.42,0.39,11.37,0.14,2.24,5.86,5.49,7.32,4.02,0.16,0.25,0.22,0.04,0.06,3.18,7.37,9.05,11.48,12.55,13.53,15.49,17.3,19.54,21.94,23.93,24.7,27.44,30.42,32.19,70.43,61.82,87.82,6012,7497,34.8,18.35,28.93,14.16,41.1,20.12,2971,1567,3509,1718,8536,12126
130.323177,14.22,16.16,6.36,40.55,0.44,10.57,-0.24,1.95,5.42,4.59,4.52,3.64,-0.25,0.1,0.25,-0.06,0.02,2.55,3.49,4.65,7.01,8.57,10.79,13.12,15.52,16.78,18.54,19.14,20.02,22.4,23.7,25.57,56,47.41,62.62,1016,1136,34.06,28.83,26.87,22.41,35.5,29.6,618,523,644,537,1814,2396
78.035759,6.47,2.01,3.78,14.31,0.58,6.52,0.48,1.98,3.35,3.08,3.58,2.13,0.33,-0.05,0.32,0.15,-0.02,2.04,2.17,2.26,2.65,2.88,3.15,4.07,5.59,7.69,8.87,9.41,10.19,11.97,13.1,14.83,31.66,29.65,33.59,558,592,20.31,43.13,18.63,40.63,21.11,46.02,358,760,372,811,1762,1996
102.252049,8.55,4.67,3.74,14.04,0.43,6.4,0.22,2.28,3.22,3.05,4.16,2.13,0.07,0.06,0.24,0.03,0.02,2.29,3.16,3.8,4.61,4.98,5.64,7.19,8.84,10.03,10.99,11.39,11.79,12.93,14.39,17.84,64.62,53.06,73.22,1277,1447,39.32,56.07,28.85,43.89,39.82,60.57,777,1108,787,1197,1976,2727
63.6789585,7.83,2.57,3.6,13.01,0.46,7.18,-0.29,1.58,3.25,2.62,6.53,2.04,-0.19,-0.1,0.26,-0.09,-0.05,2.07,2.38,2.64,3.26,3.71,4.94,7.07,9.11,9.96,10.59,10.89,11.18,11.99,12.48,13.37,42.5,36.17,44.21,1114,1159,29.95,45.97,24.56,39.32,30.02,48.07,785,1205,787,1260,2621,3204
117.8937955,10.2,11.85,3.69,13.64,0.36,5.39,-0.56,2.36,3.04,2.5,2.26,2.08,-0.3,0.14,0.2,-0.14,0.07,2.19,3.14,3.91,7,7.78,8.77,9.91,10.92,11.81,12.62,13.18,13.54,14.38,15.02,16.18,60.8,52.59,66.75,951,1044,39.76,27.42,31.73,21.61,40.28,27.42,622,429,630,429,1564,1985
135.265277,9.92,2.86,5.13,26.38,0.51,9.5,0.04,1.63,4.59,4.64,7.37,2.95,0.05,-0.11,0.29,0.01,-0.03,2.23,2.71,3.14,4.13,4.9,5.87,7.51,10.24,12.12,13.69,14.41,15.1,16.86,17.81,18.95,63.63,51.68,69.29,1113,1212,37.56,65,28.86,53.09,38.7,71.18,657,1137,677,1245,1749,2345
109.862883,9.71,11.05,4.55,20.76,0.46,8.02,-0.03,1.78,4.02,3.92,3.91,2.62,-0.03,-0.01,0.27,-0.01,-0.00751,2.17,2.55,3.4,5.02,5.63,6.29,7.76,10.34,11.52,13.12,13.65,14.18,15.37,16.44,18.47,56.68,46.36,61.5,729,791,34.68,30.24,26.78,22.97,35.53,30.48,446,389,457,392,1286,1706
107.194149,7.81,3.55,5.05,25.52,0.64,6.67,0.94,2.82,4.15,2.88,2.67,2.75,0.71,0.18,0.35,0.25,0.06,2.09,2.38,2.67,3.5,3.77,4.06,4.84,6.23,7.73,9.64,10.45,12.02,16.09,18.34,20.12,48.66,41.66,53.13,785,857,22.38,45.25,19.05,38.4,24.3,48.97,361,730,392,790,1613,2057
90.391009,9.89,4.87,6.25,39.17,0.63,11.38,0.3,1.47,5.87,4.56,2.7,3.5,0.42,-0.27,0.35,0.12,-0.07,2.09,2.35,2.93,3.99,4.37,4.74,5.19,6.96,13.07,14.9,15.76,16.86,18.7,19.35,21.51,45.22,39.74,49.08,621,674,24.32,34.23,20.45,29.83,25.27,36.85,334,470,347,506,1373,1696
143.3209,11.54,13.12,3.49,12.24,0.3,4.49,-0.57,3.13,2.78,2.19,2.17,1.95,-0.22,0.26,0.16,-0.11,0.13,2.25,4.65,6.77,8.79,9.36,9.95,11.11,12.2,12.88,13.51,13.85,14.33,15.47,16.54,18.3,63.57,49.13,68.3,1007,1082,39.26,25.31,28.38,18.25,39.45,25.37,622,401,625,402,1584,2202
11.4409615,5.08,6.37,1.61,2.59,0.31,2.52,-0.17,2.36,1.33,1.08,1.21,0.91,-0.06,0.06,0.18,-0.06,0.06,2.03,2.24,2.73,3.38,3.74,4.26,4.86,5.32,5.71,6.13,6.26,6.4,6.94,7.27,8.5,12.71,12.05,12.77,217,218,8.14,3.33,7.68,3.15,8.14,3.33,139,57,139,57,1707,1809
176.531812,22.75,25.21,5.69,32.46,0.25,4.88,-1.66,6.36,3.88,2.38,2.72,2.85,-0.66,0.72,0.12,-0.23,0.25,3.89,6.45,17.62,20.13,21.07,21.7,22.6,23.7,24.75,25.48,25.95,26.61,28.29,29.82,31.85,55.04,45.14,61.35,1850,2062,35.1,20.55,26.53,15.38,36.06,20.91,1180,691,1212,703,3361,4568
259.3366975,18.61,21.57,6.26,39.2,0.33,8.83,-0.79,2.5,5.19,3.3,3.06,3.44,-0.75,0.26,0.18,-0.21,0.07,3.51,6.15,8.59,11.32,14.37,17,19.32,20.64,21.75,22.78,23.2,23.7,25.22,26.09,27.52,60.65,48.88,67.76,1938,2165,41.94,28.92,31.02,20.93,43,29.01,1340,924,1374,927,3195,4429
115.496877,17.56,19.91,5.63,31.73,0.32,5.25,-1.31,3.87,4.29,2.35,2.13,2.92,-0.9,0.51,0.16,-0.31,0.17,2.26,4.14,7.87,14.19,16.11,16.95,18.49,19.42,20.15,21,21.36,21.71,22.64,23.5,25.08,43.63,36.27,48.28,1708,1890,32.88,21.61,24.97,16.27,33.23,21.66,1287,846,1301,848,3914,5210
164.8931665,10.74,15.07,5.1,26.03,0.47,9.44,-0.16,1.68,4.53,4.24,3.83,2.92,-0.15,-0.07,0.27,-0.05,-0.02,2.15,2.78,3.54,4.87,5.78,6.96,9.2,11.58,13.36,14.74,15.22,15.58,16.95,17.91,19.2,66,51.78,74.9,1773,2012,41.84,21.33,29.9,14.74,43.26,21.33,1124,573,1162,573,2686,3885
88.661274,13.16,14.06,5.11,26.19,0.38,4.4,-0.86,2.78,3.94,2.04,2.24,2.75,-0.57,0.4,0.2,-0.2,0.14,2.15,2.79,3.54,8.69,11.9,12.91,13.85,14.4,14.95,15.88,16.3,16.87,18.79,19.98,21.17,39.65,36.75,45.1,705,802,31.6,26.71,26.62,22.31,32.67,27.39,562,475,581,487,1778,2182
29.1831005,3.88,3.01,1.07,1.16,0.27,1.68,0.43,2.16,0.91,0.76,0.73,0.61,0.07,0.02,0.15,0.11,0.03,2.16,2.4,2.59,2.92,3.02,3.08,3.39,3.69,4.06,4.43,4.7,5.01,5.47,5.76,6.31,19.54,19,19.54,335,335,11.31,19.48,11,18.94,11.31,19.48,194,334,194,334,1714,1763
50.3352885,5.42,4.45,2.31,5.33,0.42,2.44,1.31,5.48,1.67,1.22,1.46,1.21,0.19,0.23,0.22,0.16,0.19,2.11,2.3,2.69,3.54,3.97,4.27,4.67,5.24,5.71,6.26,6.41,6.68,7.51,10.91,13.19,29.62,25.33,30.08,517,525,15.7,22.46,13.36,19.16,15.87,22.75,274,392,277,397,1745,2072
88.068222,6.87,6.87,2.89,8.36,0.42,3.38,0.72,3.18,2.22,1.69,1.64,1.6,0.21,0.23,0.23,0.13,0.14,2.08,2.77,3.5,4.17,4.89,5.4,5.94,6.55,7.13,7.82,8.27,8.71,11.35,12.97,14.46,33.37,28.62,34.8,536,559,16.93,16.93,14.08,14.08,17.12,17.12,272,272,275,275,1606,1953
98.051264,7.75,7.58,3.54,12.56,0.45,4.25,0.88,3.68,2.7,2.11,2.09,1.94,0.3,0.28,0.25,0.15,0.14,2.32,2.99,3.48,4.69,5.18,5.7,6.61,7.45,8.07,8.99,9.43,9.91,12.67,15.11,18.24,70.75,59.34,75.86,1853,1987,35.54,37.87,28.07,29.98,35.89,38.33,931,992,940,1004,2619,3348
67.805612,6.59,3.13,4.75,22.64,0.72,5.33,1.2,3.15,3.9,1.66,1.3,2.45,0.89,0.25,0.37,0.36,0.1,2.07,2.24,2.49,2.95,3.25,3.41,3.85,4.44,5.16,7.32,8.58,10.96,14.54,16.93,19.04,38.92,34.61,42.17,791,857,15.2,37.79,14.13,33.68,17.22,41.04,309,768,350,834,2032,2476
131.1386235,10.38,8.86,3.27,10.7,0.31,4.13,0.46,3.25,2.57,2.05,2.08,1.82,0.16,0.26,0.17,0.08,0.14,3.75,5.39,6.54,7.84,8.31,8.61,9.24,9.97,10.68,11.93,12.45,12.97,14.79,16.22,19.12,70.42,53.81,76.92,1581,1727,32.69,49.08,23.49,35.86,33.58,51.26,734,1102,754,1151,2245,3209
123.305395,9.71,6.7,4.79,22.98,0.49,7.68,0.43,2.16,4.07,3.67,3.25,2.73,0.31,0.1,0.28,0.11,0.03,2.51,3.06,3.87,5.15,5.81,6.35,7.41,8.83,10.49,12.49,13.49,14.45,17.01,18.38,20.35,62.34,49.98,67.71,1740,1890,30.88,45.96,23.22,35.46,31.45,48.04,862,1283,878,1341,2791,3781
61.627987,6.45,7.91,2.44,5.96,0.37,3.82,-0.001057,2.17,2.05,1.84,1.89,1.4,-0.01,0.06,0.21,-0.01,0.04,2.11,2.49,3,3.89,4.42,4.98,5.78,6.64,7.3,8.01,8.24,8.61,9.52,10.23,11.86,52.02,41.57,52.81,1247,1266,31.58,18.52,24.89,14.58,31.62,18.52,757,444,758,444,2397,3045
137.6127745,9.19,9.8,3.72,13.88,0.4,4.82,-0.36,2.24,2.99,2.25,2.25,2.1,-0.19,0.17,0.22,-0.09,0.08,2.11,2.5,3.19,4.9,7.03,8.03,9.13,9.79,10.37,11.25,11.86,12.42,13.85,14.82,15.98,84.29,63.09,92.79,1766,1944,59.76,50.4,40.92,34.46,60.19,50.69,1252,1056,1261,1062,2095,3081
176.482391,7.33,8.53,3.08,9.5,0.42,4.74,0.32,2.45,2.59,2.39,2.68,1.75,0.1,0.09,0.23,0.06,0.05,2.16,2.69,3.39,4.37,4.81,5.14,5.97,7.31,8.39,9.06,9.56,10.03,11.34,12.42,14.96,53.68,45.71,57.24,1385,1477,30.46,23.25,24.51,18.66,30.69,23.37,786,600,792,603,2580,3231
52.7569175,7.18,4.4,3.52,12.39,0.49,5.49,0.6,2.34,2.98,2.41,2.14,1.98,0.32,0.08,0.27,0.16,0.04,2.17,2.56,3.26,4,4.34,4.62,5.27,6.3,7.48,9,9.83,10.58,12.52,13.97,15.1,40.91,35.19,43.81,1214,1300,19.95,33.5,16.29,28.34,20.28,35.28,592,994,602,1047,2967,3694
62.814091,4.43,3.63,1.63,2.68,0.36,2.33,0.73,3.05,1.33,1.13,1.07,0.91,0.14,0.07,0.2,0.15,0.08,2.08,2.28,2.48,2.93,3.16,3.37,3.74,4.12,4.59,5.2,5.49,5.83,6.69,7.44,8.97,39.78,36.09,39.88,765,767,21.99,32.29,19.9,29.22,21.99,32.29,423,621,423,621,1923,2125
53.671206,4.36,2.92,2.23,5.01,0.51,2.06,2.23,9.42,1.54,1,0.88,1.08,0.36,0.24,0.24,0.33,0.22,2.04,2.17,2.4,2.74,2.92,3.06,3.39,3.75,4.28,4.71,4.98,5.26,7.06,8.62,13.56,27.13,25.5,27.96,718,740,14.21,28.15,13.4,26.5,14.7,29.06,376,745,389,769,2646,2901
73.785553,8.79,3.46,4.84,23.51,0.55,8.46,0.45,2.05,4.16,4.14,4.81,2.75,0.36,0.02,0.31,0.13,0.007626,2.2,2.69,3.12,3.86,4.2,4.71,6.32,8.28,9.76,11.34,12.66,13.53,16.07,17.6,19.09,56.6,48.18,63.65,827,930,31.75,54.41,24.92,46.01,32.92,60.78,464,795,481,888,1461,1930
18.434033,4.79,3.03,3.09,9.54,0.64,2.35,1.49,4.01,2.4,0.85,0.77,1.52,0.63,0.27,0.31,0.41,0.18,2.03,2.13,2.31,2.66,2.82,2.94,3.23,3.55,3.83,4.31,5.17,6.85,10.6,11.28,13.92,8.64,8.66,9.04,152,159,3.07,8.58,3.27,8.61,3.41,8.98,54,151,60,158,1758,1834
69.634189,6.57,2.59,2.66,7.08,0.4,4.42,0.007806,1.95,2.27,2.19,4.13,1.53,-0.008036,0.02,0.23,-0.005245,0.01,2.14,2.49,2.8,3.64,4.28,4.75,5.89,6.73,7.51,8.4,8.71,9.16,10.02,10.59,11.61,46.9,39.54,48.32,1495,1540,28.58,50.17,23.52,42.37,28.74,51.77,911,1599,916,1650,3187,3894
72.747712,5.18,4.59,2.2,4.86,0.42,2.73,1.21,5.02,1.68,1.37,1.31,1.18,0.22,0.16,0.22,0.19,0.14,2.14,2.41,2.76,3.28,3.5,3.73,4.33,4.87,5.42,5.92,6.23,6.6,8.23,8.91,12.99,36.33,32.97,38.16,634,666,19.14,24.58,16.88,21.93,19.54,25.38,334,429,341,443,1745,2020
107.095307,7,3.97,3.84,14.81,0.54,5.64,0.88,3.05,3.15,2.42,1.96,2.12,0.45,0.16,0.3,0.21,0.07,2.13,2.45,2.8,3.61,3.97,4.29,5.15,5.94,7.01,8.52,9.61,10.7,12.63,14.42,17.87,66.19,52.85,74.2,3321,3723,32.46,57.8,24.23,45.37,34.02,63.7,1629,2900,1707,3196,5017,7044
80.06202,10.57,4.43,7.89,62.39,0.74,8.65,1.14,3.17,6.26,3.84,3.52,4.18,1.29,0.41,0.39,0.31,0.09,2.14,2.75,3.21,4.12,4.55,5.01,5.95,7.96,10.05,11.78,13.2,16.53,25.09,27.73,30.81,73.29,68.8,84.39,1973,2272,30.34,61.92,28.13,56.9,34.5,69.79,817,1667,929,1879,2692,3302
116.1146395,11.53,5.83,7.06,49.96,0.61,13.07,0.43,1.78,6.26,5.25,3.71,4,0.55,-0.08,0.34,0.13,-0.02,2.17,2.68,3.24,4.88,5.54,6.01,7.39,9.33,12.58,16.4,18.61,19.45,22.31,23.46,25.28,69.63,61.71,82.74,2607,3098,34,55.76,28.36,48.02,38.03,64.39,1273,2088,1424,2411,3744,5020
150.5610765,15.31,14.45,6,36.03,0.39,8.11,0.17,2.46,4.83,4.23,4.3,3.41,0.13,0.35,0.22,0.03,0.1,3.88,5.23,7.38,9.94,11.23,12.19,13.63,14.77,16.28,18.61,19.35,20.16,24.76,26.27,28.04,41.88,38.27,48.16,2177,2503,21.01,24.09,17.63,20.5,22.18,25.8,1092,1252,1153,1341,5197,6539
126.1471025,8.13,3.48,4.73,22.39,0.58,8.17,0.58,2.26,4.05,3.6,3.72,2.66,0.43,0.03,0.32,0.16,0.01,2.09,2.38,2.78,3.61,3.88,4.39,5.28,7.21,8.77,10.81,12.06,12.98,14.93,16.62,19.56,43.79,39.66,48.86,1140,1272,22.55,41.18,20.04,37.1,24.7,45.71,587,1072,643,1190,2603,3207
10.9467515,9.84,5.71,6.07,36.87,0.61,7.73,0.73,2.34,5.11,3.95,2.91,3.37,0.7,0.13,0.34,0.2,0.04,2.15,2.8,3.24,4.31,5.34,5.69,6.29,8.02,10.1,12.38,13.07,16.81,19.96,21.2,24.17,14.23,14.16,15.14,450,479,6.13,10.56,6.44,10.58,6.89,11.32,194,334,218,358,3162,3381
288.1491405,14.75,19.41,6.67,44.5,0.45,10.55,0.06,2.25,5.62,5.09,5.52,3.81,-0.004137,0.21,0.25,-0.001084,0.05,2.21,4.2,5.52,7.98,9.07,10.14,12.98,15.06,17.43,18.94,19.63,20.29,22.91,26.07,29.87,82.2,69.7,96.99,1178,1390,48.49,25.75,37.26,18.95,51.84,26.37,695,369,743,378,1433,1994
221.6778955,14.75,5.97,9.47,89.68,0.64,17.01,0.33,1.61,8.64,7.34,4.93,5.36,0.61,-0.26,0.36,0.11,-0.04,2.18,2.82,3.81,5.6,6.22,7.09,9.11,10.9,19.02,22.21,23.24,25.91,28.02,30.01,32.33,76.12,61.81,92.12,1846,2234,36.57,64.9,28.41,50.63,42.35,75.46,887,1574,1027,1830,2425,3614
269.6162655,23.63,30.41,8.79,77.26,0.37,9.77,-1.05,3.07,6.89,4.39,4.34,4.71,-1.25,0.55,0.19,-0.26,0.11,2.36,4.45,7.39,17.82,20.37,22.41,24.08,26.21,27.98,29.48,30.15,30.79,32.2,33.41,34.75,81.71,69.6,106.53,1001,1305,62.2,24.97,44.64,16.53,68.32,25.3,762,306,837,310,1225,1875
250.4409175,13.29,3.39,7.72,59.72,0.58,13.19,0.26,1.95,6.73,6.84,10.2,4.41,0.32,-0.01,0.33,0.07,-0.003024,2.45,3.15,3.64,4.85,5.62,6.4,9.97,13.6,16.41,17.92,18.82,20,24.21,27.19,29.49,72.46,63.36,87.26,945,1138,41.87,69.93,33.35,61.13,45.93,84.2,546,912,599,1098,1304,1796
49.322158,6.65,8.66,2.69,7.26,0.4,4.31,0.57,2.56,2.29,2.06,2.99,1.52,0.2,0.06,0.22,0.13,0.04,2.62,3.25,3.49,4.12,4.41,4.62,5.25,6.22,7.4,8.24,8.72,8.92,10.29,11.49,13.73,35.63,31.96,37.18,783,817,17.75,9.87,15.29,8.48,17.79,9.87,390,217,391,217,2197,2556
124.096131,8.83,5.48,5.18,26.92,0.58,5.8,1.02,3.3,4.04,2.86,2.72,2.81,0.66,0.35,0.31,0.23,0.12,2.17,2.68,3.23,4.41,5.05,5.53,6.61,7.56,8.78,9.9,10.86,12.79,17.73,20.21,22.75,61.32,51.29,68.05,1248,1385,27.96,48.74,22.18,39.29,29.43,52.13,569,992,599,1061,2035,2700
110.6289085,13.79,23.24,7.6,57.76,0.55,15.7,-0.1,1.49,6.85,7.42,8.54,4.34,-0.13,-0.34,0.31,-0.03,-0.07,2.2,2.95,3.67,4.95,5.46,6.41,10.93,14.7,17.49,20.29,21.16,21.92,23.39,23.94,24.95,56.8,51.94,68.56,730,881,33.15,8.4,29.06,6.36,38.36,8.4,426,108,493,108,1285,1696
98.644316,8.81,4.74,4.69,22.03,0.53,7.34,0.6,2.49,3.96,3.44,3.21,2.64,0.39,0.12,0.3,0.14,0.04,2.16,2.73,3.35,4.51,4.83,5.28,6.38,7.96,9.83,11.36,12.17,13.08,15.24,17.89,20.38,57.47,47.91,66.19,850,979,29.88,49.01,22.9,39.69,31.64,54.83,442,725,468,811,1479,2043
80.1855725,8.49,8.32,3.78,14.35,0.44,6.09,0.03,2,3.2,3.05,3.05,2.18,0.01,0.07,0.25,0.006973,0.03,2.1,2.52,2.95,4.51,5.4,6.13,7.39,8.47,9.7,10.87,11.5,12.18,13.56,14.53,16.09,72.84,58.8,77.52,1698,1807,42.42,44.18,32.63,33.97,43.02,44.78,989,1030,1003,1044,2331,3073
74.823394,5.36,2.43,2.83,8.03,0.52,3.38,1.25,4.1,2.19,1.56,2.17,1.5,0.41,0.19,0.28,0.27,0.13,2.08,2.3,2.52,3,3.22,3.45,3.91,4.61,5.35,6.04,6.6,7.2,9.55,11.84,14.08,62.27,54.23,63.49,974,993,31.2,71.67,27.03,62.86,31.64,73.59,488,1121,495,1151,1564,1831
210.03925,10.31,2.96,5.53,30.69,0.53,10.33,0.19,1.73,4.86,5.06,6.88,3.18,0.19,-0.08,0.3,0.06,-0.02,2.23,2.82,3.28,4.24,5.03,5.85,7.94,9.85,12.22,14.11,15.36,16.21,18,19.11,20.95,74.49,64.56,86.38,1078,1250,41.32,74.91,32.79,65.08,43.88,87.07,598,1084,635,1260,1447,1936
188.5658255,13.03,16.77,4.95,24.58,0.38,6.69,-0.71,2.57,4.04,3.08,3.06,2.76,-0.49,0.23,0.21,-0.17,0.08,2.36,2.89,3.95,9.23,10.14,11.08,12.93,14.14,15.38,16.3,16.83,17.26,18.6,19.37,20.47,77.01,62.94,87.07,1484,1678,54.33,23.87,40.06,17.25,55.42,23.87,1047,460,1068,460,1927,2666
90.93464,8.45,5.1,4.64,21.56,0.54,7.29,0.67,2.28,3.97,2.81,2.5,2.59,0.51,0.08,0.3,0.2,0.03,2.26,2.88,3.56,4.38,4.7,5,5.53,6.98,8.73,11.03,11.99,12.91,15.67,17.68,18.87,76.41,58.92,83.22,606,660,35.68,56.49,25.98,42.85,36.69,60.52,283,448,291,480,793,1120
196.646159,10.27,10.88,4.1,16.86,0.39,6.36,-0.2,1.99,3.47,3.19,3.21,2.36,-0.12,0.07,0.22,-0.05,0.03,2.49,3.17,4.03,6.36,7.27,8,9.22,10.43,11.81,13.17,13.63,14.36,15.68,16.25,17.04,64.26,57.63,75.46,723,849,38.84,36.08,30.41,27.97,39.82,36.62,437,406,448,412,1125,1473
44.3553475,8.23,8.37,2.07,4.31,0.25,2.87,-0.7,2.95,1.67,1.4,1.44,1.16,-0.17,0.11,0.14,-0.15,0.09,2.69,4.16,5.37,6.37,6.96,7.45,8.04,8.51,9.17,9.63,9.84,10.07,10.64,10.94,11.54,58.95,46.13,60.39,1024,1049,34.83,32.93,26.6,25.15,34.83,32.93,605,572,605,572,1737,2274
252.788415,15.72,18.59,4.95,24.6,0.31,6.97,-0.54,2.87,4.03,3.36,3.51,2.79,-0.3,0.27,0.17,-0.1,0.09,2.54,5.77,9.5,11.47,12.48,13.34,14.87,16.35,17.69,18.91,19.46,20.18,21.55,22.99,24.24,86.76,70.66,98.56,1147,1303,52.57,32.6,38.77,23.53,54.08,32.82,695,431,715,434,1322,1844
132.9177795,11.5,10.79,3.77,14.24,0.32,4.64,-0.14,2.66,2.94,2.33,2.37,2.12,-0.02,0.27,0.18,-0.01,0.13,2.88,4.31,6.77,8.38,9.39,10.03,10.75,11.27,12,13.15,14.03,15.19,16.89,17.7,18.61,84.82,71.18,93.29,822,904,43.03,53.97,33.93,42.51,44.47,55.72,417,523,431,540,969,1270
156.0962285,15.63,18.59,4.79,22.97,0.3,6,-0.76,3.07,3.86,2.67,2.88,2.65,-0.45,0.31,0.16,-0.17,0.11,2.5,6,7.9,11.63,12.92,13.52,15.38,16.9,17.94,18.6,18.93,19.27,21.2,22.14,23.36,48.03,44.36,55.11,563,646,31.82,16.8,26.3,13.66,32.67,16.97,373,197,383,199,1172,1456
132.744806,16.28,20.78,7.26,52.8,0.44,12.57,-0.52,1.98,6.12,4.09,4.07,4.07,-0.6,0.11,0.25,-0.14,0.02,2.35,3.78,4.8,6.95,9.34,14.3,16.48,18.41,19.83,21.1,21.92,22.48,24.57,26.08,27.17,67.42,59.87,79.83,973,1152,45.46,26.47,37.73,20.47,50.31,27.3,656,382,726,394,1443,1924
54.0912845,5.26,4.56,2.09,4.39,0.39,2.35,1.01,3.91,1.59,1.16,1.09,1.13,0.21,0.18,0.21,0.18,0.16,2.07,2.5,2.83,3.63,3.82,4.01,4.5,4.89,5.3,5.8,6.18,6.59,8.27,9.82,11.39,55.76,43.96,57.15,561,575,26.64,37.47,20.56,29.12,26.73,37.87,268,377,269,381,1006,1308
