PLOT_ID,X_UTM,Y_UTM,Site,Forest,R3ERU,R3ERUCODE,R3ERUSUBCL,R3ERUSUBCO,PROV_SUBCL,SYSTEMTYPE,SOURCE,TEUI_MUS,UID_,SHAPE_AREA,SHAPE_LEN
0304070006640021_0007,469219.9919,3820140.356,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006640021_0008,469239.5342,3820339.819,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006640021_0009,469221.9874,3820537.431,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006640021_0010,469202.6411,3820738.605,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006760010_0003,466362.972,3816096.947,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006760010_0004,466540.9001,3816096.84,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006770004_0001,467677.6296,3815754.95,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006770004_0002,467698.4942,3815937.389,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006770004_0003,467681.285,3816092.626,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006770008_0001,468199.8268,3815597.591,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006770008_0002,467838.7773,3815799.2,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006770008_0003,467999.6546,3815719.753,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006770008_0004,468079.0937,3815839.616,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006770008_0005,467937.6122,3815958.164,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006770022_0001,468139.2052,3815195.182,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006770022_0002,468279.0385,3814995.233,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006770022_0003,468000.9559,3815314.941,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006770022_0004,468141.5036,3815397.99,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006770022_0005,467880.7932,3815474.989,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006780015_0001,470519.4434,3816678.539,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006780015_0002,470419.4217,3816917.393,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006780015_0003,470601.3983,3816920.449,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006780015_0004,470522.4064,3817102.291,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006780015_0005,470721.6106,3817099.886,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006780015_0006,470902.2908,3817159.135,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006780015_0007,470800.9489,3817296.645,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006780015_0008,471001.5544,3817298.01,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006780015_0009,470918.3164,3817497.52,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732581,19799795.71,76933.36851
0304070006350025_0001,462402.7759,3826439.272,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732583,273220.0582,2163.247719
0304070006350025_0002,462585.1271,3826438.903,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732583,273220.0582,2163.247719
0304070006350025_0005,462702.4646,3826619.58,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732583,273220.0582,2163.247719
0304070008090005_0002,492210.6924,3828719.928,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,567,732317,11029667.09,65480.77454
0304070008090007_0001,492355.7207,3828194.833,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,567,732317,11029667.09,65480.77454
0304070008090007_0003,492479.2278,3828543.33,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,567,732317,11029667.09,65480.77454
0304070008090007_0004,492491.3016,3828724.155,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,567,732317,11029667.09,65480.77454
0304070008090007_0005,492520.1424,3828882.919,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,567,732317,11029667.09,65480.77454
0304070008090011_0001,492666.5222,3828168.824,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,567,732317,11029667.09,65480.77454
0304070008090011_0002,492874.5448,3828195.896,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,567,732317,11029667.09,65480.77454
0304070008090011_0003,492766.621,3828367.306,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,567,732317,11029667.09,65480.77454
0304070008090011_0004,492968.3709,3828366.547,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,567,732317,11029667.09,65480.77454
0304070008090011_0005,492872.915,3828543.513,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,567,732317,11029667.09,65480.77454
0304070008090013_0001,492812.3318,3828707.981,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,567,732317,11029667.09,65480.77454
0304070008090013_0002,492867.556,3828882.234,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,567,732317,11029667.09,65480.77454
0304070008090013_0003,493068.571,3828881.702,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,567,732317,11029667.09,65480.77454
0304070008090013_0004,492853.7704,3829050.695,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,567,732317,11029667.09,65480.77454
0304070008090016_0001,492368.1399,3827679.82,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,567,732317,11029667.09,65480.77454
0304070008090016_0002,492116.5793,3827835.583,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,567,732317,11029667.09,65480.77454
0304070008090016_0003,492513.6342,3827844.237,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,567,732317,11029667.09,65480.77454
0304070008090016_0004,492014.1112,3828017.584,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,567,732317,11029667.09,65480.77454
0304070008090016_0005,492211.1021,3828017.562,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,567,732317,11029667.09,65480.77454
0304070008090016_0006,492413.4136,3828010.238,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,567,732317,11029667.09,65480.77454
0304070008090016_0007,492670.5115,3828007.805,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,567,732317,11029667.09,65480.77454
0304070006290002_0001,463181.125,3828456.585,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732585,4400610.711,28383.68537
0304070006290002_0002,463098.5475,3828616.1,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732585,4400610.711,28383.68537
0304070006290002_0003,462960.9424,3828739.014,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732585,4400610.711,28383.68537
0304070006290002_0004,462801.8783,3828820.538,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732585,4400610.711,28383.68537
0304070006290003_0001,463618.3773,3828195.993,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732585,4400610.711,28383.68537
0304070006290003_0002,463402.0368,3828198.942,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732585,4400610.711,28383.68537
0304070006290003_0003,463603.4003,3828396.51,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732585,4400610.711,28383.68537
0304070006290003_0004,463403.2293,3828398.788,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732585,4400610.711,28383.68537
0304070006290003_0005,463560.9243,3828580.828,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732585,4400610.711,28383.68537
0304070006290003_0006,463361.9718,3828579.7,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732585,4400610.711,28383.68537
0304070006290018_0001,463621.1641,3827995.23,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732585,4400610.711,28383.68537
0304070006290018_0002,463420.2565,3827996.98,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732585,4400610.711,28383.68537
0304070006290018_0003,463837.9155,3828074.604,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732585,4400610.711,28383.68537
0304070006290018_0004,463260.8538,3828137.203,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732585,4400610.711,28383.68537
0304070006290018_0005,463840.8534,3828255.748,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732585,4400610.711,28383.68537
0304070006290018_0006,463821.1301,3828498.547,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732585,4400610.711,28383.68537
0304070006240004_0001,464840.6604,3830095.489,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732590,829962.4644,4649.512733
0304070006240004_0002,465023.0223,3830096.953,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732590,829962.4644,4649.512733
0304070006240004_0003,465240.616,3830100.87,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732590,829962.4644,4649.512733
0304070006240004_0004,465263.7758,3830277.004,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732590,829962.4644,4649.512733
0304070006240004_0005,465420.433,3830279.601,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732590,829962.4644,4649.512733
0304070006240005_0001,464977.5005,3829676.534,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732590,829962.4644,4649.512733
0304070006240005_0002,465182.2086,3829679.062,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732590,829962.4644,4649.512733
0304070006240005_0003,465383.7363,3829674.917,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732590,829962.4644,4649.512733
0304070006240005_0004,464781.3397,3829878.106,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732590,829962.4644,4649.512733
0304070006240005_0005,464966.7525,3829872.619,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732590,829962.4644,4649.512733
0304070006240005_0006,465156.9212,3829877.272,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732590,829962.4644,4649.512733
0304070006240005_0007,465364.0169,3829874.898,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732590,829962.4644,4649.512733
0304070006250007_0001,466920.5939,3830361.292,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732592,2121655.599,10675.49364
0304070006250007_0002,467040.9672,3830278.082,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732592,2121655.599,10675.49364
0304070006250007_0003,466999.5054,3830499.644,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732592,2121655.599,10675.49364
0304070006250007_0004,467142.7215,3830698.471,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732592,2121655.599,10675.49364
0304070006250007_0005,467083.3258,3830875.067,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732592,2121655.599,10675.49364
0304070006250017_0004,467200.4212,3830481.147,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732592,2121655.599,10675.49364
0304070006250026_0001,467282.2842,3830717.378,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732592,2121655.599,10675.49364
0304070006250026_0003,467282.0003,3830877.865,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732592,2121655.599,10675.49364
0304070006250026_0004,467440.0425,3830900.428,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732592,2121655.599,10675.49364
0304070006250026_0005,467380.3796,3831099.453,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732592,2121655.599,10675.49364
0304070006250026_0006,467560.704,3831139.624,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732592,2121655.599,10675.49364
0304070006260024_0001,468682.0301,3831317.478,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732592,2121655.599,10675.49364
0304070006260024_0002,468661.1909,3831458.116,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,582,732592,2121655.599,10675.49364
0304070006940005_0001,464777.5262,3811691.387,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,584,732862,1417482.209,9543.626817
0304070006940005_0002,464703.648,3811896.576,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,584,732862,1417482.209,9543.626817
0304070006940005_0003,464880.1846,3811914.899,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,584,732862,1417482.209,9543.626817
0304070006940005_0004,464694.9926,3812112.904,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,584,732862,1417482.209,9543.626817
0304070006940005_0005,464882.1037,3812124.054,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,584,732862,1417482.209,9543.626817
0304070006940005_0006,464738.8207,3812280.245,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,584,732862,1417482.209,9543.626817
0304070006940006_0001,466237.0079,3811540.75,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,584,732862,1417482.209,9543.626817
0304070006940006_0002,466155.5261,3811700.402,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,584,732862,1417482.209,9543.626817
0304070006940012_0002,465715.7959,3810955.741,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,584,732862,1417482.209,9543.626817
0304070006940012_0003,465851.8535,3811102.061,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,584,732862,1417482.209,9543.626817
0304070006940012_0005,466239.4191,3811118.16,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,584,732862,1417482.209,9543.626817
0304070006760016_0001,465399.444,3815293.692,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,584,732864,1243219.469,12416.40706
0304070006760024_0001,465601.8666,3815759.094,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,584,732864,1243219.469,12416.40706
0304070006760024_0002,465680.8163,3815896.221,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,584,732864,1243219.469,12416.40706
0304070006760024_0004,465844.9337,3815815.864,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,584,732864,1243219.469,12416.40706
0304070006760024_0005,465483.4454,3815634.419,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,584,732864,1243219.469,12416.40706
0304070006720002_0001,459858.9082,3813638.503,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,550,732055,5986306.616,32325.09968
0304070006890002_0001,469442.8895,3814376.424,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,550,732056,553069.8055,8184.520087
0304070006890002_0002,469539.9265,3814497.829,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,550,732056,553069.8055,8184.520087
0304070006890002_0004,469758.8507,3814719.211,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,550,732056,553069.8055,8184.520087
0304070006890002_0005,469960.8488,3814741.497,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,550,732056,553069.8055,8184.520087
0304070006890002_0006,470117.6474,3814883.519,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,550,732056,553069.8055,8184.520087
0304070006890002_0007,470218.9026,3815057.969,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,550,732056,553069.8055,8184.520087
0304070006630008_0001,469463.373,3814834.123,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,550,732058,1050038.51,13554.9911
0304070006630008_0002,469640.0761,3814959.179,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,550,732058,1050038.51,13554.9911
0304070006630014_0001,469439.237,3815155.833,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,550,732058,1050038.51,13554.9911
0304070006630014_0002,469482.6845,3815282.107,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,550,732058,1050038.51,13554.9911
0304070006630014_0004,469540.9382,3815560.837,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,550,732058,1050038.51,13554.9911
0304070006780003_0003,470522.0629,3816493.907,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,550,732058,1050038.51,13554.9911
0304070006780003_0006,470700.2866,3816657.15,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,550,732058,1050038.51,13554.9911
0304070006620002_0001,467938.6171,3818350.083,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,550,732061,4618454.123,38192.15369
0304070006620002_0002,468140.4111,3818376.242,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,550,732061,4618454.123,38192.15369
0304070006620002_0003,467858.0253,3818478.366,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,550,732061,4618454.123,38192.15369
0304070006620002_0004,468000.4242,3818459.475,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,550,732061,4618454.123,38192.15369
0304070006620024_0003,467957.6861,3818137.952,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,550,732061,4618454.123,38192.15369
0304070006620024_0004,467544.2565,3818339.026,"fourFri, P1",Coconino,Ponderosa Pine Forest,PPF,Ponderosa Pine / Gambel Oak,PPO,n/a,forest,COC_TEUI,550,732061,4618454.123,38192.15369
